age,box_ddpm,box_odpm,d_dpm,d_dpm_rank,dpm,dpm_rank,nba_id,o_dpm,o_dpm_rank,on_off_ddpm,on_off_odpm,player_name,season,team_name,tm_id
25.3,0.84,-1.85,0.89,98,-0.9,217,202345,-1.79,365,1.13,-1.24,Damion James,2013,Brooklyn Nets,1610612751
24.4,-0.71,-0.43,-0.69,335,-1.33,279,202346,-0.65,215,-0.59,-2.15,Dominique Jones,2013,Dallas Mavericks,1610612742
25.2,-0.09,-0.17,-0.4,280,-0.73,200,202347,-0.33,176,-0.7,-0.58,Quincy Pondexter,2013,Memphis Grizzlies,1610612763
24.5,-1.75,-0.96,-1.09,404,-1.98,355,202348,-0.89,239,-0.64,-0.82,Jordan Crawford,2013,Boston Celtics,1610612738
26.3,-0.17,1.05,-0.83,365,0.33,117,202349,1.16,53,-1.23,1.28,Greivis Vasquez,2013,New Orleans Pelicans,1610612740
22.8,-0.1,-2.37,-0.16,229,-2.52,416,202350,-2.36,418,-0.76,-2.15,Daniel Orton,2013,Oklahoma City Thunder,1610612760
26.1,-0.47,-1.45,-0.6,318,-2.14,369,202351,-1.54,330,-1.19,-2.3,Lazar Hayward,2013,Minnesota Timberwolves,1610612750
25.1,-0.42,-3.55,-0.42,287,-3.88,478,202354,-3.46,474,-0.44,-2.03,Dexter Pittman,2013,Memphis Grizzlies,1610612763
24.8,0.49,-1.03,0.22,172,-0.71,198,202361,-0.93,245,0.08,-0.84,Landry Fields,2013,Toronto Raptors,1610612761
22.7,-0.23,-0.17,0.6,128,0.69,99,202362,0.09,133,1.37,0.49,Lance Stephenson,2013,Indiana Pacers,1610612754
25.3,-0.41,-2.46,-0.41,284,-2.87,440,202363,-2.46,430,-0.89,-2.02,Jarvis Varnado,2013,Miami Heat,1610612748
23.5,-1.39,-1.71,-1.16,416,-2.79,434,202365,-1.63,343,-0.32,-1.16,Devin Ebanks,2013,Los Angeles Lakers,1610612747
24.9,0.15,-1.08,0,205,-1.14,255,202376,-1.14,281,-0.55,-1.54,Luke Harangody,2013,Cleveland Cavaliers,1610612739
25.5,1.15,0.34,1.01,85,1.22,72,202379,0.21,124,0.53,-0.53,Jeremy Evans,2013,Utah Jazz,1610612762
25,-1.49,-1.47,-1.57,445,-3.21,462,202388,-1.64,344,-1.83,-2.64,Donald Sloan,2013,New Orleans Pelicans,1610612740
26.8,0.12,-2.73,-0.2,242,-2.93,446,202389,-2.73,450,-0.78,-2.72,Timofey Mozgov,2013,Denver Nuggets,1610612743
28.7,-2.43,1.35,-2,471,-1.01,235,202390,0.98,62,-1.73,0.61,Gary Neal,2013,San Antonio Spurs,1610612759
24.7,-0.88,0.71,-0.69,335,-0.1,150,202391,0.59,91,-0.55,0.44,Jeremy Lin,2013,Houston Rockets,1610612745
24,-0.51,-2.58,-0.02,209,-2.5,414,202396,-2.48,432,0.88,-2.18,Samardo Samuels,2013,Cleveland Cavaliers,1610612739
24.8,-0.06,-1.7,0.02,201,-1.61,309,202397,-1.62,341,0.21,-1.31,Ish Smith,2013,Milwaukee Bucks,1610612749
27.2,0.09,-2.13,0.15,181,-1.82,339,202399,-1.97,384,0.34,-1.09,Jeff Adrien,2013,Charlotte Hornets,1610612766
27.8,0.83,-1.88,0.6,128,-1.22,267,202419,-1.82,369,-0.61,-1.31,Chris Johnson,2013,Minnesota Timberwolves,1610612750
27.6,-1.17,-1.07,-1.17,417,-2.23,383,202458,-1.07,271,-0.98,-1.07,Justin Dentmon,2013,Dallas Mavericks,1610612742
25,0.45,-2.13,0.39,151,-1.65,316,202498,-2.04,388,0.24,-1.65,Lance Thomas,2013,New Orleans Pelicans,1610612740
25.9,-1.06,-1.83,-1.06,400,-2.89,442,202545,-1.84,371,-0.8,-2.08,Luke Zeller,2013,Phoenix Suns,1610612756
21.1,-1.16,3.48,-1.49,438,1.14,76,202681,2.63,17,-1.78,1.41,Kyrie Irving,2013,Cleveland Cavaliers,1610612739
21.9,-2.25,-1.8,-1.12,408,-2.68,427,202682,-1.56,335,-0.06,-1.19,Derrick Williams,2013,Minnesota Timberwolves,1610612750
20.9,-0.88,0.2,-0.19,237,-0.27,164,202683,-0.08,149,0.88,-0.82,Enes Kanter,2013,Utah Jazz,1610612762
22.1,-1.23,-0.57,-1.22,419,-2.06,363,202684,-0.84,234,-1.21,-1.2,Tristan Thompson,2013,Cleveland Cavaliers,1610612739
20.9,1.9,-0.84,1.13,76,0.09,134,202685,-1.04,267,-0.56,-1.78,Jonas Valanciunas,2013,Toronto Raptors,1610612761
23,0.82,-1.77,0.7,118,-1.05,241,202686,-1.76,361,0.49,-1.7,Jan Vesely,2013,Washington Wizards,1610612764
20.6,1.89,-2.37,0.7,118,-1.64,315,202687,-2.34,416,-0.34,-2.29,Bismack Biyombo,2013,Charlotte Hornets,1610612766
21.4,-1.61,-1.24,-1.24,421,-2.37,402,202688,-1.13,279,-0.97,-1.01,Brandon Knight,2013,Detroit Pistons,1610612765
22.9,0.62,2.25,-0.73,340,0.26,122,202689,0.99,61,-1.65,-0.46,Kemba Walker,2013,Charlotte Hornets,1610612766
24.1,-2.69,0.61,-2.66,482,-1.88,346,202690,0.78,79,-2.61,1.19,Jimmer Fredette,2013,Sacramento Kings,1610612758
23.3,-0.68,0.18,-0.18,233,0.17,127,202691,0.35,112,0.13,0.52,Klay Thompson,2013,Golden State Warriors,1610612744
21.7,-0.54,-0.84,-0.29,255,-0.71,198,202692,-0.42,189,0.07,0.61,Alec Burks,2013,Utah Jazz,1610612762
23.6,0.92,-1.52,0.04,198,-1.44,290,202693,-1.48,322,-0.86,-1.42,Markieff Morris,2013,Phoenix Suns,1610612756
23.6,-0.76,-1.72,-0.9,375,-2.65,424,202694,-1.75,358,-1.17,-1.83,Marcus Morris Sr.,2013,Phoenix Suns,1610612756
22,1.05,2.21,1.19,71,2.95,21,202695,1.76,30,1.29,1.22,Kawhi Leonard,2013,San Antonio Spurs,1610612759
22.5,0.65,-0.48,-0.33,266,-1.24,270,202696,-0.91,242,-1.26,-1.58,Nikola Vucevic,2013,Orlando Magic,1610612753
22.9,1.15,-0.6,1.06,82,0.67,102,202697,-0.39,185,0.98,-0.02,Iman Shumpert,2013,New York Knicks,1610612752
23.4,0.79,-2.39,1.01,85,-1.31,276,202698,-2.32,414,1.31,-2.17,Chris Singleton,2013,Washington Wizards,1610612764
20.8,-0.05,-0.22,-0.34,269,-0.77,203,202699,-0.43,191,-0.84,-1.05,Tobias Harris,2013,Orlando Magic,1610612753
22.6,-0.31,-0.51,-0.4,280,-0.94,222,202700,-0.54,203,-0.91,-0.79,Donatas Motiejunas,2013,Houston Rockets,1610612745
24.7,-1.34,-1.4,-1.22,419,-2.67,426,202701,-1.45,318,-0.76,-1.75,Nolan Smith,2013,Portland Trail Blazers,1610612757
23.5,0.45,0.06,0.5,141,0.83,89,202702,0.33,115,0.54,0.72,Kenneth Faried,2013,Denver Nuggets,1610612743
23.1,-0.82,0.51,-0.79,357,-0.51,182,202704,0.28,121,-0.73,-0.38,Reggie Jackson,2013,Oklahoma City Thunder,1610612760
24.3,-0.73,-0.52,-0.98,388,-1.95,350,202705,-0.97,257,-1.29,-1.9,MarShon Brooks,2013,Brooklyn Nets,1610612751
22.6,-1.84,-0.55,-1.77,460,-2.29,391,202706,-0.52,197,-1.45,-0.27,Jordan Hamilton,2013,Denver Nuggets,1610612743
24.7,-0.41,-0.97,-1.14,413,-2.29,391,202708,-1.15,282,-1.82,-1.43,Norris Cole,2013,Miami Heat,1610612748
21.8,-0.67,-0.85,-0.59,317,-1.42,286,202709,-0.83,232,-0.28,-0.73,Cory Joseph,2013,San Antonio Spurs,1610612759
23.7,1.44,1.16,1.15,75,2.2,39,202710,1.05,58,0.82,0.85,Jimmy Butler,2013,Chicago Bulls,1610612741
25,-0.79,-1.53,-0.42,287,-1.71,325,202713,-1.29,298,0.1,-0.73,Kyle Singler,2013,Detroit Pistons,1610612765
23,-1.1,-0.05,-0.89,374,-1.01,235,202714,-0.11,153,-0.36,-0.4,Shelvin Mack,2013,Atlanta Hawks,1610612737
22.6,0.01,-1.82,-0.02,209,-1.82,339,202715,-1.8,367,-0.75,-1.26,Tyler Honeycutt,2013,Houston Rockets,1610612745
22.8,-0.71,-1.54,-0.73,340,-2.27,388,202717,-1.54,330,-1.28,-1.63,Trey Thompkins,2013,Los Angeles Clippers,1610612746
24.5,-1.01,1.09,-0.36,274,0.57,104,202718,0.93,70,0.06,0.76,Chandler Parsons,2013,Houston Rockets,1610612745
21.7,-0.59,-3.35,-0.62,321,-3.8,477,202719,-3.18,468,-0.77,-1.8,Jeremy Tyler,2013,Atlanta Hawks,1610612737
24,-0.25,-1.27,-0.39,278,-1.73,329,202720,-1.34,305,-0.98,-1.82,Jon Leuer,2013,Memphis Grizzlies,1610612763
22.3,-1.5,-1.22,-1.33,428,-2.59,420,202721,-1.26,293,-0.78,-1.43,Darius Morris,2013,Los Angeles Lakers,1610612747
22.9,-0.05,-1.23,0.03,199,-1.15,258,202723,-1.18,285,0.5,-0.75,Malcolm Lee,2013,Minnesota Timberwolves,1610612750
24.1,-1.11,-2.44,-0.92,377,-3.28,466,202724,-2.36,418,-0.5,-2.03,Charles Jenkins,2013,Philadelphia 76ers,1610612755
23.9,-0.04,-1.57,0.02,201,-1.44,290,202725,-1.46,320,0.32,-0.47,Josh Harrellson,2013,Miami Heat,1610612748
24.4,-2.16,-0.94,-2.07,473,-3.05,454,202726,-0.99,261,-1.44,-1.47,Andrew Goudelock,2013,Los Angeles Lakers,1610612747
23,0.45,-1.76,0.44,145,-1.32,277,202727,-1.76,361,-0.81,-1.63,Travis Leslie,2013,Utah Jazz,1610612762
21.9,-1.1,-2.2,-1.09,404,-3.27,465,202729,-2.18,400,-0.98,-1.79,Josh Selby,2013,Cleveland Cavaliers,1610612739
24.2,0.76,-2.73,0.93,93,-1.59,306,202730,-2.52,435,1.15,-2.06,Lavoy Allen,2013,Philadelphia 76ers,1610612755
25.1,0.52,-1.07,0.4,149,-0.83,211,202732,-1.23,290,-0.41,-3.06,DeAndre Liggins,2013,Oklahoma City Thunder,1610612760
24.1,-0.57,-1.56,-0.71,337,-2.33,397,202734,-1.62,341,-0.93,-1.79,E'Twaun Moore,2013,Orlando Magic,1610612753
24.2,-2.7,3.06,-2.37,478,0.21,123,202738,2.59,19,-2.11,1.94,Isaiah Thomas,2013,Sacramento Kings,1610612758
23.5,-0.85,-2.42,-0.83,365,-3.2,461,202809,-2.37,421,-0.69,-1.8,Cory Higgins,2013,Charlotte Hornets,1610612766
24.4,0.37,-0.96,0.33,156,-0.63,190,202933,-0.96,255,-0.27,-0.78,Julyan Stone,2013,Denver Nuggets,1610612743
27,-1.52,-1.82,-1.49,438,-3.3,467,202951,-1.81,368,-1.42,-1.77,Jeremy Pargo,2013,Philadelphia 76ers,1610612755
24.5,-0.18,-1.97,-0.19,237,-2.15,370,202952,-1.96,383,-0.51,-1.5,Malcolm Thomas,2013,Chicago Bulls,1610612741
22.3,1.22,-1.63,0.83,103,-0.67,193,202962,-1.51,325,-0.12,-1,Greg Smith,2013,Houston Rockets,1610612745
28.1,1.35,-1.44,1.33,57,0.02,138,202970,-1.31,299,1.31,-0.94,Gustavo Ayon,2013,Milwaukee Bucks,1610612749
27.2,-0.94,-0.49,-0.94,381,-1.43,288,203006,-0.49,194,-1.05,-0.88,Josh Akognon,2013,Dallas Mavericks,1610612742
20.1,1.54,1.03,0.61,126,1.19,74,203076,0.58,93,-1.01,-0.74,Anthony Davis,2013,New Orleans Pelicans,1610612740
19.6,0.51,-1.34,0.33,156,-0.66,192,203077,-0.99,261,0.04,-0.05,Michael Kidd-Gilchrist,2013,Charlotte Hornets,1610612766
19.8,-0.73,0.59,-0.54,311,-0.41,176,203078,0.13,132,-0.2,-1.23,Bradley Beal,2013,Washington Wizards,1610612764
21.4,-0.83,1,-1.14,413,-0.14,152,203079,1,60,-1.69,0.99,Dion Waiters,2013,Cleveland Cavaliers,1610612739
22.1,-0.82,-2.51,-0.78,353,-3.17,459,203080,-2.39,425,-0.67,-1.78,Thomas Robinson,2013,Houston Rockets,1610612745
22.8,-2.58,2.84,-2.29,477,0.17,127,203081,2.46,21,-1.99,1.82,Damian Lillard,2013,Portland Trail Blazers,1610612757
22.2,-0.77,-0.98,-0.91,376,-1.87,345,203082,-0.95,252,-1.29,-0.84,Terrence Ross,2013,Toronto Raptors,1610612761
19.7,0.53,0.54,0.02,201,0.34,115,203083,0.32,116,-1.32,-0.63,Andre Drummond,2013,Detroit Pistons,1610612765
21,-1.28,-0.66,-0.68,331,-1.03,238,203084,-0.34,178,0.04,0.3,Harrison Barnes,2013,Golden State Warriors,1610612744
20.7,0.13,-1.67,-0.3,258,-1.77,334,203085,-1.47,321,-1.3,-0.69,Austin Rivers,2013,New Orleans Pelicans,1610612740
21.1,-0.24,-2.34,-0.51,307,-2.82,436,203086,-2.31,412,-1.24,-2.17,Meyers Leonard,2013,Portland Trail Blazers,1610612757
21,-1.37,-0.48,-1.4,433,-1.93,348,203087,-0.53,200,-2.01,-2.21,Jeremy Lamb,2013,Oklahoma City Thunder,1610612760
21.7,-0.81,-0.56,-0.79,357,-1.5,297,203088,-0.72,221,-0.68,-1.93,Kendall Marshall,2013,Phoenix Suns,1610612756
22.3,-0.73,-1.6,-0.68,331,-2.21,379,203089,-1.53,328,-0.52,-1.15,John Henson,2013,Milwaukee Bucks,1610612749
19.9,0.52,-0.23,-0.02,209,-0.68,194,203090,-0.66,217,-0.89,-1.83,Maurice Harkless,2013,Orlando Magic,1610612753
22.1,-0.15,-0.96,-0.15,227,-1.11,249,203091,-0.96,255,-0.64,-1.26,Royce White,2013,Houston Rockets,1610612745
23.2,-0.22,-3.14,-0.57,314,-3.48,472,203092,-2.92,457,-1.11,-2.32,Tyler Zeller,2013,Cleveland Cavaliers,1610612739
21.3,0.32,-0.71,0.21,174,-0.51,182,203093,-0.72,221,-0.88,-0.94,Terrence Jones,2013,Houston Rockets,1610612745
23.4,-0.56,-1.82,-0.46,297,-2.2,377,203094,-1.74,356,-0.2,-1.39,Andrew Nicholson,2013,Orlando Magic,1610612753
20.5,-1.01,0.13,-1,394,-0.98,226,203095,0.02,139,-0.93,-1.19,Evan Fournier,2013,Denver Nuggets,1610612743
21.2,0.02,-1.11,0.22,172,-0.85,213,203096,-1.07,271,0.95,-0.85,Jared Sullinger,2013,Boston Celtics,1610612738
22.9,0.06,-2.5,0.06,195,-2.44,409,203097,-2.5,434,-0.65,-1.87,Fab Melo,2013,Boston Celtics,1610612738
22.2,-1.83,0.64,-1.8,463,-1.48,296,203098,0.32,116,-1.69,-1.49,John Jenkins,2013,Atlanta Hawks,1610612737
21.9,-0.39,-1.27,-0.4,280,-1.67,319,203099,-1.27,296,-1.13,-1.34,Jared Cunningham,2013,Dallas Mavericks,1610612742
20.1,-1.44,-1.44,-1.43,435,-2.93,446,203100,-1.49,323,-1.4,-2.49,Tony Wroten,2013,Memphis Grizzlies,1610612763
24.8,-0.79,-2.94,-0.79,357,-3.72,475,203101,-2.93,458,-0.78,-1.89,Miles Plumlee,2013,Indiana Pacers,1610612754
22.4,-0.31,-0.3,-0.34,269,-0.7,196,203102,-0.36,181,-0.5,-1.02,Arnett Moultrie,2013,Philadelphia 76ers,1610612755
21.6,-1.68,-2.95,-1.65,450,-4.57,481,203103,-2.93,458,-1.3,-2.59,Perry Jones III,2013,Oklahoma City Thunder,1610612760
20.2,-0.34,-1.84,-0.31,260,-2.15,370,203104,-1.84,371,-0.06,-1.87,Marquis Teague,2013,Chicago Bulls,1610612741
23.6,1.1,-2.01,0.94,90,-1.13,252,203105,-2.07,393,0.55,-2.35,Festus Ezeli,2013,Golden State Warriors,1610612744
23.9,-0.9,-0.51,-0.83,365,-1.56,303,203106,-0.73,223,-0.69,-1.51,Jeffery Taylor,2013,Charlotte Hornets,1610612766
28.2,0.24,-2.84,0.25,166,-2.43,407,203108,-2.68,448,0.35,-0.93,Bernard James,2013,Dallas Mavericks,1610612742
22.8,0.82,-1.16,0.61,126,-0.51,182,203109,-1.12,277,0.14,-0.97,Jae Crowder,2013,Dallas Mavericks,1610612742
23.2,0.79,-1.42,0.74,114,-0.65,191,203110,-1.39,311,0.62,-1.26,Draymond Green,2013,Golden State Warriors,1610612744
24.2,-0.95,-0.98,-0.88,373,-2.01,360,203111,-1.13,279,-0.55,-2.43,Orlando Johnson,2013,Indiana Pacers,1610612754
22.5,0.49,-1.17,0.5,141,-0.6,187,203112,-1.1,276,0.57,0.18,Quincy Acy,2013,Toronto Raptors,1610612761
20.5,-1.13,-1.9,-1.13,410,-3.03,451,203113,-1.9,376,-0.95,-1.83,Quincy Miller,2013,Denver Nuggets,1610612743
21.7,-0.48,-0.71,-0.49,303,-1.14,255,203114,-0.64,212,-0.55,0.13,Khris Middleton,2013,Detroit Pistons,1610612765
22.3,-0.54,-2.16,-0.73,340,-3.01,449,203115,-2.28,408,-1.41,-3.03,Will Barton,2013,Portland Trail Blazers,1610612757
23.1,-0.61,-1.53,-0.67,329,-2.21,379,203116,-1.54,330,-1.5,-1.74,Tyshawn Taylor,2013,Brooklyn Nets,1610612751
21.4,-0.53,-2.02,-0.61,319,-2.54,417,203117,-1.94,382,-1.05,-1.12,Doron Lamb,2013,Orlando Magic,1610612753
24.8,-1.62,-0.9,-1.56,444,-2.5,414,203118,-0.94,249,-1.12,-1.45,Mike Scott,2013,Atlanta Hawks,1610612737
24.6,-0.37,-1.33,-0.43,290,-1.7,322,203119,-1.27,296,-0.87,-0.45,Kim English,2013,Detroit Pistons,1610612765
23.1,1.19,-1.97,0.99,87,-0.91,220,203121,-1.91,377,0.04,-1.37,Darius Miller,2013,New Orleans Pelicans,1610612740
23.1,-0.73,-2.32,-0.74,344,-3.05,454,203122,-2.31,412,-1.46,-1.77,Kevin Murphy,2013,Utah Jazz,1610612762
23.1,0.29,-2.02,0.22,172,-1.71,325,203124,-1.92,380,-0.12,-1.1,Kyle O'Quinn,2013,Orlando Magic,1610612753
24.4,-0.3,-2.8,-0.32,263,-3.11,458,203126,-2.79,452,-0.95,-1.4,Kris Joseph,2013,Brooklyn Nets,1610612751
21.6,-0.98,-2.53,-0.96,385,-3.48,472,203129,-2.52,435,-0.21,-1.71,Tornike Shengelia,2013,Brooklyn Nets,1610612751
23.3,-0.56,-1.73,-0.56,313,-2.29,391,203130,-1.73,355,-0.94,-1.48,Darius Johnson-Odom,2013,Los Angeles Lakers,1610612747
23.9,-0.29,-3.15,-0.36,274,-3.46,469,203135,-3.11,467,-1.27,-2.16,Robert Sacre,2013,Los Angeles Lakers,1610612747
25.6,0.64,-2.27,0.57,131,-1.67,319,203139,-2.24,406,-0.4,-1.5,Viacheslav Kravtsov,2013,Detroit Pistons,1610612765
27.6,-0.85,-0.72,-0.93,379,-1.72,327,203141,-0.79,226,-1.45,-1.55,Mirza Teletovic,2013,Brooklyn Nets,1610612751
29.2,-1.39,1.63,-1.35,429,0.06,136,203142,1.41,37,-1.22,0.18,Chris Copeland,2013,New York Knicks,1610612752
36,1.69,0.42,1.29,63,1.65,59,203143,0.37,111,0.4,0.17,Pablo Prigioni,2013,New York Knicks,1610612752
24.3,-1.12,-1.17,-0.85,370,-2,358,203144,-1.16,283,-0.38,-1.11,Alexey Shved,2013,Minnesota Timberwolves,1610612750
23.9,-0.5,-1.24,-0.5,305,-1.75,331,203145,-1.25,292,-0.51,-1.56,Kent Bazemore,2013,Golden State Warriors,1610612744
22,-1.7,-1.03,-1.69,453,-2.74,432,203146,-1.05,268,-1.43,-1.65,Maalik Wayns,2013,Los Angeles Clippers,1610612746
27.4,-0.77,0.41,-1.07,401,-0.9,217,203148,0.17,127,-1.85,-0.86,Brian Roberts,2013,New Orleans Pelicans,1610612740
23,-0.33,-2.6,-0.33,266,-2.93,446,203156,-2.6,442,-0.9,-1.96,Henry Sims,2013,New Orleans Pelicans,1610612740
23.6,-0.92,-2.14,-0.77,350,-2.87,440,203158,-2.09,394,0.63,-1.35,Kevin Jones,2013,Cleveland Cavaliers,1610612739
22.9,-0.65,-2.34,-0.66,326,-2.99,448,203159,-2.33,415,-0.96,-1.56,Scott Machado,2013,Golden State Warriors,1610612744
25.4,-0.38,-1.37,-0.4,280,-1.83,341,203162,-1.42,314,-0.78,-2.55,Ben Hansbrough,2013,Indiana Pacers,1610612754
23,-0.35,-2.37,-0.35,271,-2.72,431,203186,-2.37,421,-1.03,-1.92,Willie Reed,2013,Memphis Grizzlies,1610612763
22.8,-0.34,-1.33,-0.35,271,-1.68,321,203187,-1.34,305,-0.68,-1.68,Chris Johnson,2013,Memphis Grizzlies,1610612763
24.5,-0.76,-0.83,-0.75,347,-1.61,309,203197,-0.86,235,-0.59,-1.9,Diante Garrett,2013,Phoenix Suns,1610612756
22.8,-0.29,-2.21,-0.55,312,-2.68,427,203199,-2.13,396,-1.54,-1.65,DeQuan Jones,2013,Orlando Magic,1610612753
24,-0.41,-2.2,-0.41,284,-2.6,422,203200,-2.19,401,-0.57,-1.66,Justin Holiday,2013,Philadelphia 76ers,1610612755
23.4,-0.98,-1.57,-0.98,388,-2.55,418,203203,-1.57,336,-1.03,-1.71,Chris Wright,2013,Dallas Mavericks,1610612742
24.7,-0.21,-2.66,-0.21,246,-2.87,440,203317,-2.65,446,-0.64,-2.29,Tim Ohlbrecht,2013,Houston Rockets,1610612745
26.5,-1.02,-3.11,-0.98,388,-4.06,479,203382,-3.09,465,-0.16,-2.43,Aron Baynes,2013,San Antonio Spurs,1610612759
38,3.51,-1.79,3.39,4,0.92,86,708,-2.47,449,3.38,-2.54,Kevin Garnett,2014,Brooklyn Nets,1610612751
38.9,-0.95,1.56,-1.62,464,-0.94,232,951,0.68,82,-1.66,0.59,Ray Allen,2014,Miami Heat,1610612748
40.2,-1.48,0.76,-1.28,434,-0.97,238,959,0.31,115,-1.26,0.26,Steve Nash,2014,Los Angeles Lakers,1610612747
39.8,0.46,-0.29,1.2,67,-0.58,194,965,-1.78,368,1.26,-1.98,Derek Fisher,2014,Oklahoma City Thunder,1610612760
35.6,-1.39,2.15,-1.24,432,1.26,71,977,2.5,22,-1.23,2.53,Kobe Bryant,2014,Los Angeles Lakers,1610612747
35.6,0.68,-2.04,0.88,94,-2.03,370,979,-2.91,471,0.9,-3.06,Jermaine O'Neal,2014,Golden State Warriors,1610612744
38.1,0.17,-0.23,4.84,1,4.32,9,1495,-0.52,196,5.13,-0.55,Tim Duncan,2014,San Antonio Spurs,1610612759
37.6,-0.96,-1.08,-1.54,460,-3.37,480,1497,-1.83,374,-1.59,-1.93,Chauncey Billups,2014,Detroit Pistons,1610612765
35.8,0.72,-1.62,0.34,153,-1.3,281,1536,-1.64,349,0.3,-1.64,Stephen Jackson,2014,Los Angeles Clippers,1610612746
37.7,-1.02,-1.19,0.09,198,-1.19,265,1712,-1.28,300,0.18,-1.29,Antawn Jamison,2014,Los Angeles Clippers,1610612746
37.3,-0.24,1.44,0.31,157,1.32,68,1713,1.01,63,0.35,0.96,Vince Carter,2014,Dallas Mavericks,1610612742
35.9,0.77,2.72,0.3,159,4.24,11,1717,3.94,8,0.27,4.08,Dirk Nowitzki,2014,Dallas Mavericks,1610612742
36.6,1.18,0.78,0.91,90,1.28,70,1718,0.37,108,0.89,0.32,Paul Pierce,2014,Brooklyn Nets,1610612751
34.2,-0.59,-0.6,-0.56,313,-1.24,272,1733,-0.68,218,-0.56,-0.69,Al Harrington,2014,Washington Wizards,1610612764
36.6,0.76,-3.65,1.79,39,-2.08,375,1737,-3.87,492,1.99,-3.94,Nazr Mohammed,2014,Chicago Bulls,1610612741
34.9,0.69,0.04,-0.08,223,-0.8,216,1740,-0.71,221,-0.15,-0.82,Rashard Lewis,2014,Miami Heat,1610612748
35.1,1.07,-2.15,1.54,46,-0.68,205,1882,-2.22,428,1.58,-2.23,Elton Brand,2014,Atlanta Hawks,1610612737
34.4,0.94,-2.44,1.83,38,-0.36,173,1885,-2.19,425,1.91,-2.15,Lamar Odom,2014,New York Knicks,1610612752
38.2,-0.59,-0.46,-0.2,247,-0.73,211,1889,-0.53,197,-0.17,-0.54,Andre Miller,2014,Washington Wizards,1610612764
36,0.4,0.36,0.19,179,-0.41,182,1890,-0.6,207,0.17,-0.71,Shawn Marion,2014,Dallas Mavericks,1610612742
36.6,-1.22,0.46,-1.43,451,-2.52,420,1891,-1.09,272,-1.45,-1.29,Jason Terry,2014,Sacramento Kings,1610612758
34.3,0.39,-0.82,1.06,76,0.17,124,1897,-0.89,241,1.12,-0.9,Metta World Peace,2014,New York Knicks,1610612752
33.2,1.19,-1.09,1.49,50,-0.09,146,1905,-1.57,341,1.52,-1.67,Andrei Kirilenko,2014,Brooklyn Nets,1610612751
36.9,0.04,1.56,1.09,71,4.26,10,1938,3.16,12,1.21,3.48,Manu Ginobili,2014,San Antonio Spurs,1610612759
36.3,1.52,-2.49,2.8,10,0.01,136,2030,-2.79,467,2.95,-2.85,Kenyon Martin,2014,New York Knicks,1610612752
34.2,-0.27,0.61,-0.81,376,-0.84,221,2034,-0.03,146,-0.87,-0.15,Mike Miller,2014,Memphis Grizzlies,1610612763
34.2,-2.68,2.85,-3.35,493,-1.71,330,2037,1.63,40,-3.41,1.43,Jamal Crawford,2014,Los Angeles Clippers,1610612746
35.2,-0.26,-1.91,0.06,202,-2.69,438,2045,-2.76,466,0.1,-2.91,Hedo Turkoglu,2014,Los Angeles Clippers,1610612746
31.7,0.93,-3.56,1.49,50,-1.75,332,2198,-3.25,482,1.62,-3.12,Kwame Brown,2014,Philadelphia 76ers,1610612755
31.5,1.32,-2.08,2.63,13,1.87,45,2199,-0.76,230,2.79,-0.5,Tyson Chandler,2014,New York Knicks,1610612752
33.8,0.4,0.73,-0.45,294,-0.54,189,2200,-0.08,153,-0.53,-0.2,Pau Gasol,2014,Los Angeles Lakers,1610612747
33.2,-0.09,-1.31,0.44,134,-0.49,184,2202,-0.94,250,0.5,-0.87,Jason Richardson,2014,Philadelphia 76ers,1610612755
35.8,1.27,-1.29,0.63,114,-0.72,210,2203,-1.35,312,0.57,-1.36,Shane Battier,2014,Miami Heat,1610612748
32.9,-0.89,1.82,-0.71,355,1.81,50,2207,2.52,21,-0.69,2.62,Joe Johnson,2014,Brooklyn Nets,1610612751
33.8,-0.54,0.82,-0.7,352,-2.1,380,2210,-1.4,320,-0.72,-1.75,Richard Jefferson,2014,Utah Jazz,1610612762
35.4,0.75,-4.3,1.36,61,-2.88,454,2215,-4.24,493,1.48,-4.22,Jason Collins,2014,Brooklyn Nets,1610612751
32.8,-0.36,0.51,-0.12,227,0.46,110,2216,0.58,91,-0.09,0.59,Zach Randolph,2014,Memphis Grizzlies,1610612763
34.4,0.96,-3.9,1.92,30,-1.5,308,2217,-3.42,486,2.07,-3.29,Brendan Haywood,2014,Charlotte Hornets,1610612766
31.7,1.39,-0.63,1.54,46,0.87,89,2222,-0.67,215,1.55,-0.68,Gerald Wallace,2014,Boston Celtics,1610612738
34,0.93,-1.29,1.07,73,-0.98,241,2223,-2.05,401,1.09,-2.23,Samuel Dalembert,2014,Dallas Mavericks,1610612742
35.7,-0.13,-1.06,-0.07,221,-2.41,411,2224,-2.34,440,-0.06,-2.77,Jamaal Tinsley,2014,Utah Jazz,1610612762
32.1,-2.14,1.36,-0.57,319,0.96,81,2225,1.53,43,-0.44,1.55,Tony Parker,2014,San Antonio Spurs,1610612759
38.9,0.21,-0.52,-0.2,247,-2.84,452,2229,-2.64,461,-0.29,-3.4,Mike James,2014,Chicago Bulls,1610612741
34.9,0.62,-2.12,0.48,126,-2.27,397,2248,-2.75,465,0.46,-2.92,Earl Watson,2014,Portland Trail Blazers,1610612757
