age,box_ddpm,box_odpm,d_dpm,d_dpm_rank,dpm,dpm_rank,nba_id,o_dpm,o_dpm_rank,on_off_ddpm,on_off_odpm,player_name,season,team_name,tm_id
31.7,-0.96,-1.8,-0.74,317,-2.64,375,688,-1.9,332,-0.62,-1.98,Michael Curry,2000,Detroit Pistons,1610612765
27.1,2.38,-0.56,3.05,11,2.28,28,689,-0.77,211,3.34,-0.92,Theo Ratliff,2000,Philadelphia 76ers,1610612755
26.3,1.16,-1.23,1.21,50,0.21,108,690,-1,229,1.27,-0.58,Don Reid,2000,Washington Wizards,1610612764
27.2,1.44,-1.58,1.37,39,-0.11,128,692,-1.49,291,1.34,-1.4,Andrew DeClercq,2000,Cleveland Cavaliers,1610612739
24.8,0.87,-1.36,0.97,60,-0.04,119,693,-1.01,230,1.01,-0.8,Joe Smith,2000,Minnesota Timberwolves,1610612750
29.8,-0.78,0.29,-0.68,306,-0.88,189,694,-0.2,145,-0.61,-0.85,Sam Mack,2000,Golden State Warriors,1610612744
32.4,-1.2,-0.04,-1.36,402,-2.16,331,695,-0.8,216,-1.49,-1.93,Eldridge Recasner,2000,Charlotte Hornets,1610612766
27.9,0.24,1.35,0.83,67,2.22,30,696,1.39,42,1.09,1.43,Travis Best,2000,Indiana Pacers,1610612754
27.5,-0.07,0.01,0.17,155,-0.27,139,697,-0.45,172,0.49,-1.47,Fred Hoiberg,2000,Chicago Bulls,1610612741
28.3,-0.48,0.78,-0.68,306,-0.26,137,699,0.41,96,-0.77,0.14,Brent Barry,2000,Oklahoma City Thunder,1610612760
26.8,-1.06,0.91,-0.74,317,-0.08,124,702,0.67,76,-0.6,0.49,Voshon Lenard,2000,Miami Heat,1610612748
27.7,0.31,-1.28,1.1,53,-0.14,129,703,-1.25,259,1.71,-1.21,Kurt Thomas,2000,New York Knicks,1610612752
27,0.48,-1.63,0.63,98,-0.83,185,707,-1.46,285,0.76,-1.18,Mark Davis,2000,Golden State Warriors,1610612744
24,2.05,2.76,2.22,20,5.09,5,708,2.87,13,2.26,2.91,Kevin Garnett,2000,Minnesota Timberwolves,1610612750
25.5,-2.26,1.71,-1.94,436,-0.76,174,711,1.17,48,-1.84,0.91,Jerry Stackhouse,2000,Detroit Pistons,1610612765
26.6,-0.83,-0.92,-0.81,331,-1.7,276,712,-0.88,221,-0.67,-0.42,Mario Bennett,2000,Los Angeles Clippers,1610612746
26.1,-1.49,-2.16,-1.01,358,-3.2,415,713,-2.19,368,-0.6,-2.24,Chris Carr,2000,Chicago Bulls,1610612741
27.1,-0.53,1.62,-1.34,400,0.35,99,714,1.69,29,-1.55,1.72,Michael Finley,2000,Dallas Mavericks,1610612742
35.5,3.15,0.35,3.19,9,3.02,21,717,-0.17,141,3.21,-0.5,Arvydas Sabonis,2000,Portland Trail Blazers,1610612757
25.6,-1.18,1.08,-1.61,416,-1.08,209,718,0.54,86,-1.89,-0.04,Gary Trent,2000,Dallas Mavericks,1610612742
26.4,-0.28,-0.58,-0.39,245,-1.48,255,722,-1.09,244,-0.43,-1.41,Corliss Williamson,2000,Sacramento Kings,1610612758
26.8,0.48,-2.32,0.67,91,-1.02,200,724,-1.69,309,0.82,-0.82,Cory Alexander,2000,Denver Nuggets,1610612743
27.1,1.26,-0.32,1.65,28,0.96,68,727,-0.7,201,1.83,-0.98,Eric Snow,2000,Philadelphia 76ers,1610612755
27.2,3.23,-1.91,3.69,5,1.89,37,731,-1.8,322,3.9,-1.72,Greg Ostertag,2000,Utah Jazz,1610612762
26.9,-0.06,-2.44,-0.11,194,-2.14,329,735,-2.03,344,-0.13,-1.76,Bryant Reeves,2000,Memphis Grizzlies,1610612763
25.7,2.34,1.49,2.49,17,4,10,739,1.51,35,2.54,1.52,Rasheed Wallace,2000,Portland Trail Blazers,1610612757
31.9,-0.22,-3.05,-0.28,220,-3.9,440,753,-3.63,444,-0.31,-4.21,Randy Brown,2000,Chicago Bulls,1610612741
29.5,-1.88,-0.08,-1.8,429,-1.91,303,754,-0.11,137,-1.77,-0.12,Jim Jackson,2000,Atlanta Hawks,1610612737
26.8,-1.53,-0.25,-1.68,421,-0.78,176,757,0.9,60,-1.73,1.44,Damon Stoudamire,2000,Portland Trail Blazers,1610612757
37.9,2.35,-2.9,2.52,16,-0.6,162,760,-3.11,426,2.62,-3.34,Jerome Kersey,2000,San Antonio Spurs,1610612759
30.7,-0.18,-0.66,-0.03,184,-1.05,205,761,-1.02,232,0.05,-1.34,Matt Geiger,2000,Philadelphia 76ers,1610612755
28.1,2.47,-1.12,3.91,3,2.79,22,762,-1.12,248,4.53,-1.13,Shawn Bradley,2000,Dallas Mavericks,1610612742
32.4,-0.69,-1.96,-0.61,285,-2.68,378,763,-2.07,351,-0.55,-2.21,Tony Massenburg,2000,Houston Rockets,1610612745
34.7,2.82,1.47,3.69,5,4.86,6,764,1.17,48,4.05,0.97,David Robinson,2000,San Antonio Spurs,1610612759
33.6,0.24,-0.03,-0.17,204,-0.95,194,765,-0.78,213,-0.3,-1.2,Hersey Hawkins,2000,Chicago Bulls,1610612741
36.3,0.73,-2.95,0.37,130,-2.77,385,766,-3.14,428,-0.26,-3.67,David Wingate,2000,New York Knicks,1610612752
32.6,-1.77,-1.12,-1.54,413,-3.06,408,769,-1.52,293,-1.3,-2.22,B.J. Armstrong,2000,Chicago Bulls,1610612741
39.4,0.79,-3.36,0.26,144,-3.42,428,770,-3.68,446,-0.73,-4.7,Mark West,2000,Phoenix Suns,1610612756
29.9,-1.46,-1.39,-1.22,385,-2.89,397,777,-1.67,307,-0.89,-2.31,Rex Walters,2000,Miami Heat,1610612748
33.1,-0.97,1.47,-1.31,396,0.09,111,779,1.41,41,-1.41,1.38,Glen Rice,2000,Los Angeles Lakers,1610612747
34.6,1.41,-3.3,1.19,51,-2.4,352,781,-3.58,442,1.05,-3.88,Will Perdue,2000,Chicago Bulls,1610612741
34.8,-1.25,1.34,-1.12,372,-0.17,132,782,0.95,58,-1.08,0.74,Mitch Richmond,2000,Washington Wizards,1610612764
31.7,0.79,-0.65,0.8,73,-0.45,149,785,-1.25,259,0.8,-2.41,Eric Murdock,2000,Los Angeles Clippers,1610612746
37.2,-0.53,1.59,-0.63,290,1.27,60,787,1.89,23,-0.67,2.11,Charles Barkley,2000,Houston Rockets,1610612745
37.6,-0.87,-2.65,-0.6,283,-3.91,441,788,-3.31,435,-0.49,-3.75,Kevin Willis,2000,Toronto Raptors,1610612761
36.4,1.31,-2.3,1.57,32,-0.82,183,891,-2.4,385,1.65,-2.44,Charles Oakley,2000,Toronto Raptors,1610612761
37.3,0.12,-1.31,0.53,108,-1.25,227,895,-1.78,317,0.7,-2.1,Tyrone Corbin,2000,Sacramento Kings,1610612758
33.7,-2.05,2.07,-1.14,374,1.39,52,896,2.53,15,-0.86,2.76,Tim Hardaway,2000,Miami Heat,1610612748
37.8,-0.65,-2.43,-0.52,266,-3.59,433,901,-3.07,425,-0.47,-3.53,Otis Thorpe,2000,Miami Heat,1610612748
32,-1.53,-1.47,-0.98,353,-2.56,364,902,-1.57,300,-0.69,-1.67,Bimbo Coles,2000,Atlanta Hawks,1610612737
36.9,0.34,1.3,0.29,138,1.12,66,904,0.83,64,0.27,0.5,Chris Mullin,2000,Indiana Pacers,1610612754
31.2,0.5,-0.91,1,59,0.79,78,905,-0.21,147,1.16,0.18,Dale Davis,2000,Indiana Pacers,1610612754
34.2,-0.07,-0.55,-0.17,204,-0.88,189,906,-0.7,201,-0.43,-1.34,Haywoode Workman,2000,Toronto Raptors,1610612761
30.2,-0.05,0.32,0.17,155,0.78,79,907,0.62,80,0.26,0.82,Malik Sealy,2000,Minnesota Timberwolves,1610612750
32.4,2.88,-1.02,2.43,18,1.69,43,911,-0.74,207,2.25,-0.56,Ervin Johnson,2000,Milwaukee Bucks,1610612749
31.2,0.33,-0.33,0.81,69,0.63,85,913,-0.18,142,0.95,-0.11,Larry Johnson,2000,New York Knicks,1610612752
29.8,-0.38,-3.13,0.11,164,-2.79,387,914,-2.9,414,0.95,-2.25,Stanley Roberts,2000,Philadelphia 76ers,1610612755
28.9,-0.21,1.56,0.68,90,2.14,32,915,1.46,38,1,1.41,Rodney Rogers,2000,Phoenix Suns,1610612756
31.4,1.11,-1.98,1.03,57,-1.03,202,916,-2.05,347,0.95,-2.17,Corie Blount,2000,Phoenix Suns,1610612756
32.2,-0.97,-3.07,-0.5,262,-3.48,429,919,-2.99,420,-0.12,-2.88,Loy Vaught,2000,Detroit Pistons,1610612765
36.7,0.4,-2.26,0.8,73,-1.34,239,920,-2.15,361,0.96,-2.08,A.C. Green,2000,Los Angeles Lakers,1610612747
31.8,0.67,-0.4,0.69,87,-0.58,159,922,-1.28,263,0.7,-1.79,Elden Campbell,2000,Charlotte Hornets,1610612766
26.9,0.01,-0.47,-0.51,265,-1.57,265,923,-1.06,239,-0.73,-1.49,Donyell Marshall,2000,Golden State Warriors,1610612744
36.1,-0.04,-2.72,-0.07,188,-2.86,393,927,-2.79,404,-0.35,-3.66,John Salley,2000,Los Angeles Lakers,1610612747
30.3,-1.42,-2.38,-1.4,405,-3.74,437,931,-2.34,381,-1.33,-2.22,Don MacLean,2000,Phoenix Suns,1610612756
30.1,1.8,-1.76,2,23,-0.1,126,932,-2.1,355,2.16,-2.54,Oliver Miller,2000,Phoenix Suns,1610612756
32.9,1.07,0.77,0.48,115,0.54,87,934,0.06,124,0.25,-0.4,Derrick Coleman,2000,Charlotte Hornets,1610612766
29.4,0.56,1.8,1.05,56,2.73,24,935,1.69,29,1.18,1.64,Bryon Russell,2000,Utah Jazz,1610612762
34.7,0.24,1.13,0.75,80,1.77,41,937,1.02,56,0.89,0.97,Scottie Pippen,2000,Portland Trail Blazers,1610612757
25,-1.28,2.46,-1.13,373,2.09,34,947,3.23,9,-1.09,3.56,Allen Iverson,2000,Philadelphia 76ers,1610612755
26.2,0.31,-1.42,1.32,44,0.22,107,948,-1.1,246,1.75,-0.86,Marcus Camby,2000,New York Knicks,1610612752
23.4,-0.09,1.26,-1.37,403,-0.27,139,949,1.09,52,-1.73,1.02,Shareef Abdur-Rahim,2000,Memphis Grizzlies,1610612763
23.2,-2.48,2.64,-1.79,427,1.13,65,950,2.92,12,-1.59,3.06,Stephon Marbury,2000,Brooklyn Nets,1610612751
24.8,-0.85,3.8,-1.29,393,2.7,25,951,3.99,6,-1.42,4.08,Ray Allen,2000,Milwaukee Bucks,1610612749
23.7,-1.56,2.31,-1.39,404,0.23,105,952,1.62,33,-1.34,1.29,Antoine Walker,2000,Boston Celtics,1610612738
24.5,-0.46,-2.45,-0.42,250,-2.59,368,953,-2.16,363,-0.4,-1.93,Lorenzen Wright,2000,Atlanta Hawks,1610612737
25.9,-0.34,1.31,-0.74,317,0.1,110,954,0.84,63,-0.88,0.59,Kerry Kittles,2000,Brooklyn Nets,1610612751
24.2,-0.29,-2.62,-0.66,301,-3.32,422,955,-2.65,398,-1.02,-2.7,Samaki Walker,2000,San Antonio Spurs,1610612759
24.8,-0.5,-2.8,0.53,108,-2.01,318,956,-2.54,393,1.11,-2.3,Erick Dampier,2000,Golden State Warriors,1610612744
25.8,-0.46,-3.27,-0.09,191,-3.13,412,957,-3.04,423,0.35,-2.58,Todd Fuller,2000,Charlotte Hornets,1610612766
25.1,-0.44,-2.14,0.15,158,-1.84,295,958,-1.99,338,0.47,-1.86,Vitaly Potapenko,2000,Boston Celtics,1610612738
26.2,-1.8,0.43,-1.04,363,-0.33,144,959,0.71,73,-0.58,1,Steve Nash,2000,Dallas Mavericks,1610612742
26.3,-1.22,0.09,-0.49,258,0.01,114,960,0.5,89,0.07,1.03,Tony Delk,2000,Sacramento Kings,1610612758
26.3,-1.04,-2.33,-0.87,339,-2.95,400,961,-2.08,353,-0.76,-1.82,John Wallace,2000,New York Knicks,1610612752
26.2,-0.23,-1.75,0.12,162,-1.41,245,962,-1.54,294,0.39,-1.27,Walter McCarty,2000,Boston Celtics,1610612738
26.7,0.82,-2.66,0.48,115,-1.97,310,964,-2.45,389,0,-1.97,Roy Rogers,2000,Denver Nuggets,1610612743
25.9,0.8,-0.69,1.47,35,1.46,48,965,0,129,1.78,0.53,Derek Fisher,2000,Los Angeles Lakers,1610612747
27,0.72,0.94,0.93,63,2.14,32,966,1.21,46,1.06,1.5,Jerome Williams,2000,Detroit Pistons,1610612765
25.8,0.36,-2.33,0.25,145,-1.79,287,969,-2.04,346,0.17,-1.65,Travis Knight,2000,Los Angeles Lakers,1610612747
26.2,-0.06,-1.77,-0.8,329,-2.46,358,970,-1.66,305,-1.23,-1.55,Othella Harrington,2000,Memphis Grizzlies,1610612763
25.8,0.31,-1.73,0.13,160,-1.55,261,971,-1.68,308,-0.24,-1.52,Mark Hendrickson,2000,Brooklyn Nets,1610612751
25.5,-1.16,-1.53,-1.33,398,-2.82,389,976,-1.49,291,-1.79,-1.33,Jeff McInnis,2000,Los Angeles Clippers,1610612746
21.8,0.07,1.78,-0.18,206,2.02,35,977,2.2,19,-0.27,2.44,Kobe Bryant,2000,Los Angeles Lakers,1610612747
22.9,-1.3,1.94,-1.19,381,0.48,92,978,1.67,31,-1.08,1.21,Peja Stojakovic,2000,Sacramento Kings,1610612758
21.6,1.08,-1.98,0.8,73,-1.34,239,979,-2.14,359,0.44,-2.46,Jermaine O'Neal,2000,Portland Trail Blazers,1610612757
26.7,-0.44,0.37,-0.36,238,-0.02,118,983,0.35,101,-0.04,0.19,Moochie Norris,2000,Houston Rockets,1610612745
25.1,-0.71,-1.73,-0.39,245,-2.31,343,988,-1.92,335,0.05,-2.37,Randy Livingston,2000,Phoenix Suns,1610612756
27,-0.37,-2.22,-0.39,245,-2.57,366,989,-2.18,366,-0.76,-1.1,Ben Davis,2000,Phoenix Suns,1610612756
25.4,0.37,-1.48,0.6,100,-1.24,225,990,-1.83,325,0.82,-2.41,Malik Rose,2000,San Antonio Spurs,1610612759
25.6,-0.65,-2.05,-0.67,304,-2.7,379,992,-2.03,344,-0.96,-1.45,Marcus Brown,2000,Detroit Pistons,1610612765
25.8,-0.1,-1.86,-0.48,257,-1.8,289,994,-1.32,265,-0.76,-0.64,Jamie Feick,2000,Brooklyn Nets,1610612751
26.3,-0.58,0.9,-0.86,336,-0.43,147,1000,0.43,92,-0.98,0.09,Shandon Anderson,2000,Houston Rockets,1610612745
27.2,-0.31,-1.7,-0.28,220,-1.85,298,1003,-1.56,298,-0.14,-0.45,Drew Barry,2000,Atlanta Hawks,1610612737
30,0.12,0.97,0.18,153,0.85,72,1005,0.67,76,0.21,0.45,Walt Williams,2000,Houston Rockets,1610612745
31.7,-0.48,-1.41,-0.59,280,-2.06,322,1023,-1.47,289,-0.83,-1.65,Emanual Davis,2000,Oklahoma City Thunder,1610612760
26.8,1.89,-0.59,1.83,25,1.29,59,1032,-0.55,182,1.74,-0.43,Darvin Ham,2000,Milwaukee Bucks,1610612749
33.4,1.17,-3.25,0.81,69,-2.63,372,1051,-3.45,439,0.62,-3.61,Dean Garrett,2000,Minnesota Timberwolves,1610612750
26.4,0.35,0.02,0.16,157,0.48,92,1065,0.32,106,0.04,0.63,Erick Strickland,2000,Dallas Mavericks,1610612742
27.9,-0.25,-1.46,-0.25,215,-1.71,278,1070,-1.47,289,-0.1,-1.66,Devin Gray,2000,Houston Rockets,1610612745
28.4,-0.21,-0.82,-0.16,202,-1.21,221,1074,-1.05,236,-0.13,-1.23,Matt Maloney,2000,Chicago Bulls,1610612741
26.9,-0.62,-1.44,-0.62,287,-2.06,322,1085,-1.44,282,-0.8,-1.34,Ira Bowman,2000,Philadelphia 76ers,1610612755
26.8,-0.37,-2.15,-0.36,238,-2.46,358,1086,-2.1,355,-0.15,-1.1,Joe Stephens,2000,Memphis Grizzlies,1610612763
25.7,-1.84,1.05,-1.81,431,-1.14,212,1088,0.67,76,-1.76,-0.48,Chucky Atkins,2000,Orlando Magic,1610612753
30.3,1.53,0.52,0.9,66,1.41,51,1108,0.51,88,-0.5,0.46,Tony Farmer,2000,Golden State Warriors,1610612744
29.9,-0.94,-1.22,-1.17,378,-2.63,372,1110,-1.46,285,-1.52,-2.07,Mark Strickland,2000,Miami Heat,1610612748
25.6,2.38,0.07,3.15,10,2.66,26,1112,-0.49,174,3.67,-1.13,Ben Wallace,2000,Orlando Magic,1610612753
32.5,-0.71,-0.13,-0.23,212,-0.49,152,1114,-0.26,155,0.01,-0.37,Jaren Jackson,2000,San Antonio Spurs,1610612759
30.7,0.53,-2.83,0.2,151,-2.45,357,1134,-2.65,398,0.05,-2.51,Ike Austin,2000,Washington Wizards,1610612764
27.4,-0.42,-1.42,-0.44,252,-1.79,287,1138,-1.36,271,-0.52,-0.83,Michael Hawkins,2000,Charlotte Hornets,1610612766
28.5,0.61,-0.66,0.64,96,0.41,96,1425,-0.22,148,0.67,0.45,Aaron Williams,2000,Washington Wizards,1610612764
29.4,-1.26,0.35,-0.94,349,-0.56,158,1444,0.38,98,-0.63,0.43,Lawrence Funderburke,2000,Sacramento Kings,1610612758
28.9,2.12,-0.85,1.82,26,0.67,83,1477,-1.16,252,1.5,-1.73,Bruce Bowen,2000,Miami Heat,1610612748
24,3.14,2.34,3.46,7,5.98,2,1495,2.53,15,3.57,2.64,Tim Duncan,2000,San Antonio Spurs,1610612759
24.5,-1.95,1.43,-1.84,433,-0.94,193,1496,0.9,60,-1.79,0.48,Keith Van Horn,2000,Brooklyn Nets,1610612751
23.4,-1.14,-0.01,-1.51,411,-1.6,270,1497,-0.09,135,-1.79,-0.2,Chauncey Billups,2000,Orlando Magic,1610612753
25.1,-0.56,1.63,-0.8,329,0.39,97,1498,1.18,47,-0.98,0.59,Antonio Daniels,2000,San Antonio Spurs,1610612759
24.2,0.7,-1.31,0.64,96,-0.39,145,1499,-1.03,234,0.59,-0.68,Tony Battie,2000,Boston Celtics,1610612738
23.9,-1.31,-1.04,-0.59,280,-0.99,198,1500,-0.4,166,-0.26,0.1,Ron Mercer,2000,Orlando Magic,1610612753
23.2,-0.72,0.89,-1.61,416,-1.29,230,1501,0.32,106,-2.19,-0.29,Tim Thomas,2000,Milwaukee Bucks,1610612749
25.1,1.37,-2.56,1.29,47,-1.57,265,1502,-2.86,408,1.2,-3.39,Adonal Foyle,2000,Golden State Warriors,1610612744
20.9,0.94,1.33,0.29,138,1.24,62,1503,0.94,59,-0.12,0.53,Tracy McGrady,2000,Toronto Raptors,1610612761
24.1,-0.48,0.52,-0.52,266,-0.27,139,1504,0.24,111,-0.54,-0.11,Danny Fortson,2000,Boston Celtics,1610612738
25.4,-1.18,-1.77,-0.63,290,-2,315,1505,-1.37,274,-0.21,-0.86,Tariq Abdul-Wahad,2000,Denver Nuggets,1610612743
25.1,0.21,0.74,0.27,141,0.84,73,1506,0.58,83,0.32,0.28,Austin Croshere,2000,Indiana Pacers,1610612754
25.8,-1.16,1.22,-1.11,370,-1.19,218,1507,-0.07,132,-1.08,-1.4,Derek Anderson,2000,Los Angeles Clippers,1610612746
23.5,-1.67,-1.21,-1.9,435,-3.55,432,1508,-1.66,305,-2.03,-2.1,Maurice Taylor,2000,Los Angeles Clippers,1610612746
25.6,0.59,-1,0.72,81,-0.42,146,1509,-1.14,250,0.85,-1.38,Kelvin Cato,2000,Houston Rockets,1610612745
24.4,1.39,0.04,1.19,51,1.35,54,1510,0.16,114,1.08,0.27,Brevin Knight,2000,Cleveland Cavaliers,1610612739
25.9,-0.59,-1.85,-0.56,273,-2.19,333,1511,-1.63,302,-0.42,-0.31,Johnny Taylor,2000,Orlando Magic,1610612753
25.3,0.02,-1.35,0.5,112,-0.91,191,1512,-1.41,280,1.22,-1.55,Chris Anstey,2000,Chicago Bulls,1610612741
25.2,0.97,0.08,1.34,42,1.37,53,1513,0.04,126,1.89,-0.07,Scot Pollard,2000,Sacramento Kings,1610612758
24.6,0.2,-0.68,0.05,169,-0.66,166,1515,-0.7,201,-1.1,-1.08,Anthony Parker,2000,Orlando Magic,1610612753
27.1,0.04,-1.18,-0.31,226,-1.68,275,1517,-1.37,274,-0.59,-1.62,Bobby Jackson,2000,Minnesota Timberwolves,1610612750
26.6,0.37,-3.17,0.07,167,-2.81,388,1518,-2.87,410,-0.7,-1.65,Rodrick Rhodes,2000,Dallas Mavericks,1610612742
24.6,0.18,-2.27,0.2,151,-1.84,295,1519,-2.05,347,0.25,-1.32,John Thomas,2000,Toronto Raptors,1610612761
25.3,-0.37,-2.06,-0.65,297,-2.89,397,1521,-2.24,373,-1.25,-2.89,Jacque Vaughn,2000,Utah Jazz,1610612762
25.9,-0.8,-1.81,-0.76,322,-2.56,364,1529,-1.79,319,0.07,-0.93,Kebu Stewart,2000,Dallas Mavericks,1610612742
25.5,-1,-2.98,-0.72,313,-3.28,419,1533,-2.56,394,-0.5,-1.99,Anthony Johnson,2000,Orlando Magic,1610612753
25.1,0.12,-2.46,0.3,135,-1.97,310,1538,-2.27,375,0.41,-2.08,Cedric Henderson,2000,Cleveland Cavaliers,1610612739
25.7,-0.64,-0.88,-0.77,324,-1.83,292,1541,-1.06,239,-0.91,-1.38,Alvin Williams,2000,Toronto Raptors,1610612761
24.9,-0.94,-0.89,-0.55,270,-1.5,258,1544,-0.94,226,0.13,-1.1,Chris Crawford,2000,Atlanta Hawks,1610612737
26.1,-1.19,-0.46,-1.07,367,-1.56,262,1545,-0.49,174,-0.53,-0.65,DeJuan Wheat,2000,Memphis Grizzlies,1610612763
25.8,0.81,-1.32,0.56,103,-0.59,161,1559,-1.15,251,0.16,-0.68,Adrian Griffin,2000,Boston Celtics,1610612738
27.4,-0.03,-1,0.01,176,-0.95,194,1562,-0.97,228,0.12,-0.79,Gerard King,2000,Washington Wizards,1610612764
27.4,0.07,-1.24,0.03,171,-1.3,231,1563,-1.33,266,-0.14,-1.92,Kevin Ollie,2000,Philadelphia 76ers,1610612755
26.9,-0.21,-2,-0.21,209,-2.21,335,1564,-2,340,-0.24,-1.8,Etdrick Bohannon,2000,Los Angeles Clippers,1610612746
25,1.65,-3.38,1.38,37,-1.79,287,1565,-3.17,430,1.04,-2.74,Michael Stewart,2000,Toronto Raptors,1610612761
24,1.48,-1.4,0.71,84,-0.64,164,1569,-1.36,271,-0.7,-1.22,Keith Closs,2000,Los Angeles Clippers,1610612746
25.1,-0.27,-1.91,-0.28,220,-2.18,332,1585,-1.9,332,-0.57,-1.55,Brandon Williams,2000,New York Knicks,1610612752
28,0,-1.77,-0.14,198,-1.95,306,1594,-1.8,322,-0.59,-1.98,Rick Brunson,2000,New York Knicks,1610612752
28.3,-0.9,-1.66,-0.78,326,-2.54,362,1600,-1.77,315,-0.48,-2.17,Kornel David,2000,Cleveland Cavaliers,1610612739
26,-0.59,-0.79,-0.66,301,-1.57,265,1601,-0.91,225,-0.91,-1.57,Rusty LaRue,2000,Chicago Bulls,1610612741
24,-2.76,-1.03,-2.54,446,-3.6,434,1607,-1.06,239,-2.22,-1.14,Troy Hudson,2000,Los Angeles Clippers,1610612746
25.3,-1,-2.3,-0.98,353,-3.22,416,1619,-2.24,373,-0.8,-0.9,Kiwane Garris,2000,Orlando Magic,1610612753
24.5,0.06,-0.62,0.11,164,-0.45,149,1630,-0.57,187,0.45,-0.03,Mikki Moore,2000,Detroit Pistons,1610612765
25,1.23,-3.85,0.27,141,-3.31,421,1709,-3.59,443,-0.53,-3.23,Michael Olowokandi,2000,Los Angeles Clippers,1610612746
21.9,-1.85,1.91,-1.99,440,-1.02,200,1710,0.96,57,-2.08,-0.05,Mike Bibby,2000,Memphis Grizzlies,1610612763
23.9,0.9,-0.34,0.43,123,-0.07,122,1711,-0.5,177,-0.07,-0.78,Raef LaFrentz,2000,Denver Nuggets,1610612743
23.7,-1.86,0.66,-1.64,419,-1.22,223,1712,0.42,94,-1.39,-0.05,Antawn Jamison,2000,Golden State Warriors,1610612744
23.3,0.89,4.21,0.02,174,4.09,9,1713,4.07,5,-0.53,3.93,Vince Carter,2000,Toronto Raptors,1610612761
23.3,0.95,-0.12,0.54,106,0.5,90,1714,-0.04,130,-0.45,0.28,Robert Traylor,2000,Milwaukee Bucks,1610612749
24.5,-2.75,-0.01,-2.32,445,-2.24,337,1715,0.08,120,-2.07,0.18,Jason Williams,2000,Sacramento Kings,1610612758
21.2,-0.98,0.39,-1.22,385,-1.43,249,1716,-0.2,145,-1.44,-1.06,Larry Hughes,2000,Golden State Warriors,1610612744
21.8,0.2,1.99,-0.06,185,1.78,40,1717,1.84,27,-0.26,1.65,Dirk Nowitzki,2000,Dallas Mavericks,1610612742
22.5,2.3,2.82,1.3,46,3.74,14,1718,2.44,17,0.57,1.97,Paul Pierce,2000,Boston Celtics,1610612738
23.7,-0.36,0.48,-0.6,283,-0.22,136,1719,0.38,98,-1.15,-0.02,Bonzi Wells,2000,Portland Trail Blazers,1610612757
22.8,-0.02,-1.55,0.27,141,-1.1,211,1720,-1.37,274,0.7,-0.96,Michael Doleac,2000,Orlando Magic,1610612753
25,0.56,-1.29,0.34,134,-1.02,200,1721,-1.35,268,0.04,-1.51,Keon Clark,2000,Denver Nuggets,1610612743
24.8,-0.69,0.92,-1.02,360,-0.58,159,1722,0.44,91,-1.24,-0.09,Michael Dickerson,2000,Memphis Grizzlies,1610612763
23.5,-0.69,-0.6,-0.73,315,-1.47,254,1723,-0.74,207,-0.84,-1.31,Matt Harpring,2000,Orlando Magic,1610612753
25.6,-1.73,-0.74,-1.4,405,-1.78,284,1724,-0.38,164,-0.81,0.69,Bryce Drew,2000,Houston Rockets,1610612745
23.9,1.3,-2.96,1.38,37,-1.19,218,1725,-2.57,395,1.51,-1.45,Rasho Nesterovic,2000,Minnesota Timberwolves,1610612750
23.9,-1.35,-1.42,-1.35,401,-2.77,385,1726,-1.42,281,-1.37,-1.62,Mirsad Turkcan,2000,Milwaukee Bucks,1610612749
23.7,-1.36,-0.33,-1.43,407,-2,315,1727,-0.56,184,-1.55,-1.13,Pat Garrity,2000,Orlando Magic,1610612753
24.4,-1.32,-3.03,-1.25,387,-4.11,443,1728,-2.86,408,-1.07,-2.11,Roshown McLeod,2000,Atlanta Hawks,1610612737
20.6,-0.25,-0.16,-0.58,278,-0.81,182,1729,-0.24,153,-1.47,-0.58,Ricky Davis,2000,Charlotte Hornets,1610612766
23.8,0.85,-2.05,0.71,84,-1.17,217,1730,-1.88,328,0.29,-1.05,Brian Skinner,2000,Los Angeles Clippers,1610612746
22.5,-1.79,-0.71,-1.78,425,-2.47,360,1731,-0.69,197,-1.73,-0.46,Tyronn Lue,2000,Los Angeles Lakers,1610612747
25.3,-0.06,-1.03,-0.15,200,-0.85,187,1732,-0.7,201,-0.29,0.19,Felipe Lopez,2000,Memphis Grizzlies,1610612763
20.1,-0.36,-1.56,-0.36,238,-1.76,283,1733,-1.4,278,-0.36,-0.58,Al Harrington,2000,Indiana Pacers,1610612754
24.7,-0.75,-0.71,-0.83,334,-1.49,256,1734,-0.66,193,-1.18,-0.27,Sam Jacobson,2000,Golden State Warriors,1610612744
23.9,0,-2.54,-0.15,200,-2.63,372,1735,-2.48,390,-1.05,-1.9,Vladimir Stepania,2000,Oklahoma City Thunder,1610612760
22.1,-0.05,-1.61,-0.12,196,-1.82,291,1736,-1.7,310,-0.31,-2.14,Corey Benjamin,2000,Chicago Bulls,1610612741
22.6,0.02,-3.37,0.04,170,-3.24,418,1737,-3.28,434,0.23,-1.86,Nazr Mohammed,2000,Philadelphia 76ers,1610612755
24.8,-0.35,1.58,-0.13,197,1.14,64,1739,1.27,44,0.15,0.6,Ruben Patterson,2000,Oklahoma City Thunder,1610612760
20.7,0.26,1.82,0,177,1.34,55,1740,1.34,43,-0.44,0.03,Rashard Lewis,2000,Oklahoma City Thunder,1610612760
