team,season,Player,Age,Pos,G,MP,PER,OWS,DWS,WS,OBPM,DBPM,BPM,VORP
ATL,2016,Paul Millsap,30,PF,81,2647,21.3,4.1,6,10.1,1.5,2.7,4.2,4.1
ATL,2016,Al Horford,29,C,82,2631,19.4,4.9,4.5,9.4,2.2,1.6,3.8,3.9
ATL,2016,Kyle Korver,34,SG,80,2401,9.7,1.2,2.9,4.1,-1.5,0.6,-1,0.6
ATL,2016,Jeff Teague,27,PG,79,2255,17.9,2.8,3,5.9,1.5,-0.2,1.3,1.9
ATL,2016,Kent Bazemore,26,SF,75,2083,13.4,0.3,3.8,4.1,-1.2,1.5,0.3,1.2
ATL,2016,Thabo Sefolosha,31,SF,75,1758,12.4,1.3,3.2,4.5,-1.5,2.3,0.8,1.3
ATL,2016,Dennis Schröder,22,PG,80,1621,15.5,-0.2,2.3,2.2,-0.3,-0.4,-0.8,0.5
ATL,2016,Mike Scott,27,PF,75,1146,14,1.7,1.5,3.2,-0.1,0,-0.1,0.6
ATL,2016,Tim Hardaway Jr.,23,SG,51,864,11.7,0.9,1,1.9,-1.1,0.2,-0.9,0.2
ATL,2016,Tiago Splitter,31,C,36,579,13.7,0.9,0.9,1.7,-2.2,0.5,-1.7,0
ATL,2016,Mike Muscala,24,C,60,565,13.6,0.7,0.9,1.6,-2.1,1.2,-0.9,0.2
ATL,2016,Lamar Patterson,24,SG,35,395,5.1,-0.3,0.5,0.2,-5.4,0.3,-5.1,-0.3
ATL,2016,Kris Humphries,30,PF,21,295,14.9,0.4,0.5,0.9,-2.2,0.8,-1.4,0
ATL,2016,Justin Holiday,26,SG,26,263,4.7,-0.5,0.4,-0.1,-6.1,0.4,-5.6,-0.2
ATL,2016,Shelvin Mack,25,PG,24,179,15.4,-0.1,0.3,0.2,-1.9,-1,-2.9,0
ATL,2016,Kirk Hinrich,35,PG,11,76,6.2,-0.1,0.1,0,-4.3,1.8,-2.5,0
ATL,2016,Edy Tavares,23,C,11,73,14.4,0,0.1,0.2,-2.9,1.1,-1.8,0
BOS,2016,Isaiah Thomas,26,PG,82,2644,21.5,7.2,2.5,9.7,4.9,-0.6,4.3,4.2
BOS,2016,Avery Bradley,25,SG,76,2536,13.2,2,2.8,4.8,-0.4,0.3,-0.1,1.2
BOS,2016,Jae Crowder,25,SF,73,2308,15.8,3.8,3.5,7.3,0.8,1.4,2.2,2.5
BOS,2016,Evan Turner,27,SG,81,2271,13.6,1,3,4,-0.9,0.9,0,1.1
BOS,2016,Jared Sullinger,23,PF,81,1915,16.7,1.3,3.6,4.8,0,0.7,0.6,1.3
BOS,2016,Amir Johnson,28,PF,79,1800,16,3,2.9,5.9,-0.4,1.6,1.2,1.4
BOS,2016,Marcus Smart,21,PG,61,1667,11.3,0.5,2.4,2.9,-2.2,1.2,-1,0.4
BOS,2016,Kelly Olynyk,24,C,69,1395,16.3,2.1,2,4.1,1.2,0.8,1.9,1.4
BOS,2016,Jonas Jerebko,28,PF,78,1176,10.3,0.9,1.5,2.4,-2,0,-2,0
BOS,2016,Tyler Zeller,26,C,60,710,15.4,0.8,0.9,1.7,-2.1,-1.2,-3.3,-0.2
BOS,2016,David Lee,32,PF,30,470,15.5,0.2,0.7,0.9,-0.7,0.7,0,0.2
BOS,2016,R.J. Hunter,22,SG,36,315,7.7,-0.1,0.4,0.3,-3.1,1,-2.1,0
BOS,2016,Terry Rozier,21,PG,39,311,5,-0.6,0.3,-0.3,-4.7,-1.4,-6.1,-0.3
BOS,2016,James Young,20,SG,29,199,3.6,-0.2,0.2,0.1,-5.3,0.8,-4.5,-0.1
BOS,2016,Jordan Mickey,21,PF,16,57,15.3,0,0.1,0.1,-2.6,1.1,-1.5,0
BOS,2016,Coty Clarke,23,SF,3,6,23.9,0,0,0,15.5,1,16.5,0
BRK,2016,Brook Lopez,27,C,73,2457,21.7,4.5,1.7,6.2,1.9,-0.5,1.3,2.1
BRK,2016,Thaddeus Young,27,PF,73,2407,17.5,1.9,2.2,4.1,0.1,-0.1,0,1.2
BRK,2016,Bojan Bogdanović,26,SF,79,2115,10.7,0.9,0,0.9,-1,-2.6,-3.5,-0.8
BRK,2016,Joe Johnson,34,SF,57,1934,10.7,0.6,0.2,0.7,-1.2,-1.4,-2.6,-0.3
BRK,2016,Shane Larkin,23,PG,78,1751,13.3,0.5,1,1.4,-1.6,-0.4,-2,0
BRK,2016,Wayne Ellington,28,SG,76,1615,10.1,0.5,0.3,0.8,-1.5,-1.3,-2.8,-0.3
BRK,2016,Donald Sloan,28,PG,61,1318,13.9,1.7,0.3,2,-0.3,-1.4,-1.7,0.1
BRK,2016,Jarrett Jack,32,PG,32,1027,14.5,0.5,0.4,0.9,0,-0.7,-0.7,0.3
BRK,2016,Markel Brown,24,SG,62,982,11.3,0.2,0.4,0.6,-2.1,-0.8,-3,-0.3
BRK,2016,Thomas Robinson,24,PF,71,917,14.5,-0.5,1.1,0.6,-2.7,-1.1,-3.8,-0.4
BRK,2016,Andrea Bargnani,30,C,46,634,11.8,0.1,0,0.2,-2.6,-2.6,-5.1,-0.5
BRK,2016,Rondae Hollis-Jefferson,21,SF,29,615,14.2,0.5,0.7,1.2,-1.4,2.2,0.8,0.4
BRK,2016,Sean Kilpatrick,26,SG,23,534,16.7,0.9,0,0.9,1.5,-3.4,-1.9,0
BRK,2016,Willie Reed,25,C,39,426,19.2,0.9,0.3,1.2,0.4,-0.9,-0.5,0.2
BRK,2016,Sergey Karasev,22,SF,40,399,8.5,0.2,0.1,0.3,-2.3,-1.4,-3.8,-0.2
BRK,2016,Chris McCullough,20,PF,24,362,12.2,-0.1,0.4,0.3,-2.7,0.4,-2.4,0
BRK,2016,Henry Sims,25,C,14,263,13.9,0.2,0.3,0.4,-3.5,-0.8,-4.3,-0.2
CHO,2016,Kemba Walker,25,PG,81,2885,20.8,6.3,3.6,9.9,3.5,0.5,4,4.3
CHO,2016,Nicolas Batum,27,SF,70,2448,15.6,2,2.9,5,1.1,0.1,1.2,2
CHO,2016,Marvin Williams,29,PF,81,2338,16.9,4.7,3.2,7.8,2.1,0.5,2.7,2.7
CHO,2016,Jeremy Lin,27,SG,78,2048,13.8,1.3,2.3,3.5,-1,0,-0.9,0.5
CHO,2016,Cody Zeller,23,C,73,1774,16.1,3.6,2.7,6.3,-1.1,1,-0.1,0.9
CHO,2016,Frank Kaminsky,22,C,81,1708,12.5,1.2,2.1,3.3,-1,0.2,-0.8,0.5
CHO,2016,Jeremy Lamb,23,SG,66,1227,15.9,1,1.7,2.7,0.1,0.7,0.8,0.9
CHO,2016,Al Jefferson,31,C,47,1096,18.2,1,1.8,2.8,-0.9,0.4,-0.5,0.4
CHO,2016,Spencer Hawes,27,PF,57,1035,12.4,0.6,1.4,1.9,-1.6,1,-0.6,0.3
CHO,2016,P.J. Hairston,23,SF,48,938,7.4,-0.1,1,0.9,-3.5,0,-3.5,-0.4
CHO,2016,Courtney Lee,30,SG,28,845,11.2,0.7,1,1.6,-2.1,1.1,-1,0.2
CHO,2016,Troy Daniels,24,SG,43,476,14.9,0.6,0.4,1.1,1.8,-1,0.7,0.3
CHO,2016,Tyler Hansbrough,30,PF,44,343,12.5,0.5,0.5,1,-3.5,-0.3,-3.8,-0.1
CHO,2016,Brian Roberts,30,PG,30,333,13.9,0.5,0.3,0.8,-0.9,-0.5,-1.4,0
CHO,2016,Michael Kidd-Gilchrist,22,SF,7,205,16.9,0.4,0.2,0.6,0.2,-0.2,0,0.1
CHO,2016,Aaron Harrison,21,SG,21,93,4.3,-0.2,0.1,0,-7.2,0.9,-6.3,-0.1
CHO,2016,Jorge Gutiérrez,27,PG,12,63,19.2,0.2,0.1,0.3,-0.3,0.8,0.6,0
CHI,2016,Jimmy Butler,26,SG,67,2474,21.3,6.5,2.7,9.1,3.2,1.2,4.4,3.9
CHI,2016,Pau Gasol,35,C,72,2291,21.7,3.2,3.9,7.1,2.7,2.3,4.9,4
CHI,2016,Derrick Rose,27,PG,66,2097,13.4,-0.8,1.2,0.4,-0.6,-1.9,-2.5,-0.3
CHI,2016,Taj Gibson,30,PF,73,1936,15.7,3.2,2.2,5.4,-0.4,0.4,0,1
CHI,2016,Doug McDermott,24,SF,81,1861,10.9,2.1,0.7,2.8,-1,-1.9,-2.9,-0.4
CHI,2016,Nikola Mirotić,24,PF,66,1646,15.6,1.8,2.2,3.9,1,0.4,1.5,1.5
CHI,2016,Tony Snell,24,SF,64,1301,6.4,-0.5,1,0.4,-3.5,-0.5,-4,-0.6
CHI,2016,E'Twaun Moore,26,SG,59,1263,11.4,0.9,1,1.8,-1.9,0,-1.9,0
CHI,2016,Aaron Brooks,31,PG,69,1108,11.8,0.2,0.7,0.9,-1.3,-1.3,-2.6,-0.2
CHI,2016,Bobby Portis,20,PF,62,1102,13.8,0.3,1.3,1.5,-1.5,-1.8,-3.3,-0.4
CHI,2016,Mike Dunleavy,35,SF,31,703,9.1,0.4,0.5,0.9,-2.6,-0.9,-3.5,-0.3
CHI,2016,Joakim Noah,30,C,29,635,14.1,0,1.1,1.1,-1.5,3.1,1.6,0.6
CHI,2016,Kirk Hinrich,35,PG,35,555,7.3,0.2,0.4,0.6,-3.9,0.3,-3.6,-0.2
CHI,2016,Justin Holiday,26,SG,27,510,11.8,0.2,0.5,0.8,-1.9,0,-1.9,0
CHI,2016,Cristiano Felício,23,C,31,321,17.6,0.7,0.4,1.2,0.1,0.2,0.3,0.2
CHI,2016,Cameron Bairstow,25,C,18,103,6.8,-0.1,0.1,0,-6.7,-0.9,-7.5,-0.1
CLE,2016,LeBron James,31,SF,76,2709,27.5,9.6,4,13.6,7,2,9,7.5
CLE,2016,Kevin Love,27,PF,77,2424,19,4.7,3.8,8.5,3,0.3,3.3,3.3
CLE,2016,J.R. Smith,30,SG,77,2362,12.4,3,2.5,5.5,0.2,0.3,0.5,1.5
CLE,2016,Tristan Thompson,24,PF,82,2269,15.9,5.6,3.1,8.7,0.5,-0.3,0.2,1.2
CLE,2016,Matthew Dellavedova,25,PG,76,1867,11.3,2.2,1.6,3.8,-0.7,-0.5,-1.2,0.4
CLE,2016,Kyrie Irving,23,PG,53,1667,19.9,3.2,1.7,5,3.2,-0.8,2.3,1.8
CLE,2016,Richard Jefferson,35,SF,74,1326,9.7,1.4,1.3,2.7,-1.6,0.5,-1.2,0.3
CLE,2016,Timofey Mozgov,29,C,76,1326,14.6,1.8,1.9,3.7,-1.7,0.3,-1.4,0.2
CLE,2016,Iman Shumpert,25,SG,54,1316,8.4,-0.1,1.8,1.7,-3,1.4,-1.5,0.1
CLE,2016,Mo Williams,33,PG,41,748,12.4,0.4,0.7,1.1,-0.9,-0.6,-1.5,0.1
CLE,2016,James Jones,35,SF,48,463,11.6,0.7,0.5,1.2,-0.2,-0.1,-0.3,0.2
CLE,2016,Channing Frye,32,C,26,446,14.9,0.9,0.6,1.5,1.3,-0.2,1,0.3
CLE,2016,Jared Cunningham,24,SG,40,355,5.9,-0.2,0.4,0.1,-5.5,0,-5.6,-0.3
CLE,2016,Anderson Varejão,33,C,31,310,11.2,0.1,0.5,0.6,-3.4,1,-2.4,0
CLE,2016,Jordan McRae,24,PG,15,113,14.2,0.1,0.1,0.2,0.7,-3,-2.4,0
CLE,2016,Sasha Kaun,30,C,25,95,12.5,0,0.2,0.2,-3.3,0.5,-2.8,0
CLE,2016,Dahntay Jones,35,SF,1,42,10.3,0,0.1,0.1,-2.7,-0.3,-3,0
CLE,2016,Joe Harris,24,SG,5,15,3.4,0,0,0,-5,-0.9,-5.9,0
DAL,2016,Wesley Matthews,29,SF,78,2644,10.9,1.9,1.8,3.7,-0.9,-0.1,-1,0.6
DAL,2016,Dirk Nowitzki,37,PF,75,2364,19,4.2,2.6,6.8,2.4,0.1,2.5,2.7
DAL,2016,Raymond Felton,31,PG,80,2192,11.9,1,1.7,2.7,-1.7,0.1,-1.6,0.2
DAL,2016,Deron Williams,31,PG,65,2106,14.6,2.2,1.4,3.7,0.4,-0.7,-0.3,0.9
DAL,2016,Zaza Pachulia,31,C,76,2004,16.2,3.4,2.7,6,-0.3,0.1,-0.2,0.9
DAL,2016,Chandler Parsons,27,SF,61,1799,16.2,2.6,1.6,4.3,1.8,0.2,2,1.8
DAL,2016,J.J. Barea,31,PG,74,1667,15.4,2.1,0.7,2.8,1.6,-1.6,0,0.9
DAL,2016,Devin Harris,32,PG,64,1280,13.1,1.2,1.3,2.5,-1.4,1.5,0.1,0.7
DAL,2016,Dwight Powell,24,PF,69,992,16.8,1.8,1.3,3.1,-0.6,0.7,0.1,0.5
DAL,2016,Charlie Villanueva,31,PF,62,665,11.9,-0.6,0.8,0.2,-1.9,-0.8,-2.7,-0.1
DAL,2016,Justin Anderson,22,SF,55,647,12.3,0.3,0.8,1.1,-1.1,1.4,0.3,0.4
DAL,2016,David Lee,32,PF,25,433,24,1.5,0.7,2.1,2.3,0.6,2.8,0.5
DAL,2016,Salah Mejri,29,C,34,397,16.8,0.6,0.7,1.3,-1.6,1.8,0.2,0.2
DAL,2016,JaVale McGee,28,C,34,370,19.9,0.6,0.5,1.1,-0.2,-0.2,-0.3,0.1
DAL,2016,Jeremy Evans,28,SF,30,251,12.6,0.3,0.3,0.6,-1.5,1,-0.4,0.1
DAL,2016,John Jenkins,24,SG,21,193,7.2,-0.2,0.1,-0.1,-4.3,-1.3,-5.7,-0.2
DEN,2016,Gary Harris,21,SG,76,2439,12.7,2.8,1.2,4,-0.6,-0.2,-0.9,0.7
DEN,2016,Will Barton,25,SG,82,2353,16,2.4,1.9,4.3,1.2,-0.4,0.8,1.7
DEN,2016,Emmanuel Mudiay,19,PG,68,2068,9.9,-3.3,1.2,-2.1,-2.3,-1.9,-4.2,-1.2
DEN,2016,Danilo Gallinari,27,SF,53,1839,19,5.5,0.9,6.3,3.4,-0.7,2.7,2.2
DEN,2016,Nikola Jokić,20,C,80,1733,21.5,4.5,2.2,6.7,2.6,1.3,3.9,2.6
DEN,2016,Kenneth Faried,26,PF,67,1694,21,4,1.5,5.5,1.7,-1.4,0.3,1
DEN,2016,Darrell Arthur,27,PF,70,1516,12.5,1,1.3,2.3,-1.3,0.5,-0.8,0.4
DEN,2016,Randy Foye,32,SG,54,1070,7.8,-0.5,0.4,0,-3,-0.8,-3.7,-0.5
DEN,2016,Joffrey Lauvergne,24,C,59,1041,15.7,1.6,0.7,2.3,-0.3,-1.3,-1.6,0.1
DEN,2016,Jameer Nelson,33,PG,39,1036,9.5,0.1,0.4,0.5,-2.2,-0.8,-3,-0.3
DEN,2016,D.J. Augustin,28,PG,28,659,18,1.6,0.3,1.9,2.7,-1.6,1.1,0.5
DEN,2016,Jusuf Nurkić,21,C,32,547,15.9,-0.5,0.9,0.4,-3.6,0.7,-2.9,-0.1
DEN,2016,JaKarr Sampson,22,SF,26,469,9.3,0.1,0.3,0.4,-3.2,-0.4,-3.6,-0.2
DEN,2016,Mike Miller,35,SF,47,373,6.5,0.1,0.3,0.3,-3.8,1.2,-2.6,0
DEN,2016,J.J. Hickson,27,C,20,305,15.8,0.1,0.4,0.5,-1.6,0.4,-1.1,0.1
DEN,2016,Axel Toupane,23,SF,21,305,7.1,0.2,0.1,0.3,-3.6,-1,-4.7,-0.2
DEN,2016,Kostas Papanikolaou,25,SF,26,294,6,-0.4,0.2,-0.1,-4.7,0.2,-4.5,-0.2
DEN,2016,Sean Kilpatrick,26,SG,8,82,8,0,0,0.1,-2.3,-1.4,-3.8,0
DEN,2016,Erick Green,24,PG,3,7,0.9,0,0,0,-7.4,-1.1,-8.5,0
DET,2016,Marcus Morris,26,SF,80,2856,12.7,2.9,2.5,5.4,-0.3,0.1,-0.2,1.3
DET,2016,Kentavious Caldwell-Pope,22,SG,76,2789,12.4,2.6,2.7,5.3,-1.1,0.8,-0.3,1.2
DET,2016,Andre Drummond,22,C,81,2666,21.2,2,5.5,7.4,0.8,0.3,1.1,2
DET,2016,Reggie Jackson,25,PG,79,2424,19.6,4.9,1.9,6.9,3.4,-0.6,2.7,2.8
DET,2016,Stanley Johnson,19,SF,73,1687,8.7,-1.3,1.9,0.6,-3.5,0.2,-3.3,-0.5
DET,2016,Ersan İlyasova,28,PF,52,1434,14.1,1.8,1.5,3.3,0.4,0.1,0.5,0.9
DET,2016,Anthony Tolliver,30,PF,72,1341,10.2,1.5,1.3,2.8,-0.1,0.5,0.4,0.8
DET,2016,Aron Baynes,29,C,81,1233,17.8,2.4,1.7,4.1,-0.5,0.3,-0.2,0.6
DET,2016,Steve Blake,35,PG,58,986,9.8,0.3,0.8,1.1,-1.7,-0.7,-2.4,-0.1
DET,2016,Tobias Harris,23,PF,27,903,18.2,2.3,0.9,3.3,2.4,0.7,3.1,1.2
DET,2016,Reggie Bullock,24,SF,37,429,12,0.8,0.4,1.2,0.1,0.7,0.8,0.3
DET,2016,Brandon Jennings,26,PG,23,416,13.1,0.4,0.4,0.8,0.1,-0.2,0,0.2
DET,2016,Darrun Hilliard,22,SG,38,383,10.7,0.2,0.3,0.5,-1.9,-0.5,-2.5,0
DET,2016,Spencer Dinwiddie,22,PG,12,159,8.9,0,0.1,0.1,-4.6,-0.6,-5.2,-0.1
DET,2016,Joel Anthony,33,C,19,96,14.1,0.2,0.2,0.4,-2.9,3.3,0.4,0.1
DET,2016,Jodie Meeks,28,SG,3,43,13.5,0.1,0,0.1,-0.2,-2.8,-2.9,0
DET,2016,Justin Harper,26,PF,5,35,6.9,0,0,0,-2.3,-1.9,-4.2,0
GSW,2016,Draymond Green,25,PF,81,2808,19.3,6,5.1,11.1,2.6,2.9,5.5,5.3
GSW,2016,Stephen Curry,27,PG,79,2700,31.5,13.8,4.1,17.9,10.3,1.6,11.9,9.5
GSW,2016,Klay Thompson,25,SG,80,2666,18.6,5.5,2.6,8,3.4,-1.6,1.8,2.5
GSW,2016,Harrison Barnes,23,SF,66,2042,12.3,3.1,1.9,4.9,-0.2,-1.1,-1.3,0.3
GSW,2016,Andre Iguodala,32,SF,65,1732,12.2,2.3,2.1,4.4,-0.2,1.3,1.1,1.4
GSW,2016,Shaun Livingston,30,PG,78,1520,13.8,2.9,1.7,4.6,-0.7,1.1,0.3,0.9
GSW,2016,Andrew Bogut,31,C,70,1451,15.9,2.6,2.9,5.4,-0.9,3.2,2.4,1.6
GSW,2016,Leandro Barbosa,33,SG,68,1079,11.7,0.9,1.2,2.1,-1.9,-0.1,-2,0
GSW,2016,Brandon Rush,30,SG,72,1055,10.1,0.8,1.2,2,-0.6,-0.2,-0.8,0.3
GSW,2016,Marreese Speights,28,C,72,832,17.1,0.5,1.2,1.8,-2.3,-1.5,-3.7,-0.4
GSW,2016,Festus Ezeli,26,C,46,770,17.7,1.4,1.3,2.7,-0.6,0.4,-0.1,0.4
GSW,2016,Ian Clark,24,SG,66,578,11.5,0.3,0.6,0.9,-1.5,-0.4,-1.9,0
GSW,2016,James Michael McAdoo,23,PF,41,262,15.9,0.5,0.3,0.8,-1.5,-0.3,-1.8,0
GSW,2016,Anderson Varejão,33,C,22,186,11,0.2,0.3,0.5,-3.7,0.1,-3.6,-0.1
GSW,2016,Jason Thompson,29,C,28,179,13.3,0.3,0.3,0.6,-3.4,2.2,-1.3,0
GSW,2016,Kevon Looney,19,PF,5,21,18.6,0.1,0,0.1,1.6,-4.1,-2.5,0
HOU,2016,James Harden,26,SG,82,3125,25.3,10.7,2.6,13.3,6.4,0.2,6.6,6.8
HOU,2016,Trevor Ariza,30,SF,81,2859,12.9,3.1,2.3,5.4,0.1,0.3,0.4,1.7
HOU,2016,Dwight Howard,30,C,71,2280,18.9,3.5,3.1,6.6,0.3,-0.2,0.1,1.2
HOU,2016,Patrick Beverley,27,PG,71,2041,13,3.1,1.3,4.4,0,0.1,0.2,1.1
HOU,2016,Corey Brewer,29,SF,82,1669,9.9,0.1,1.2,1.2,-2.7,-0.3,-2.9,-0.4
HOU,2016,Clint Capela,21,C,77,1471,18.3,2.4,2,4.4,-0.3,-0.1,-0.4,0.6
HOU,2016,Jason Terry,38,SG,72,1258,10.2,1.1,0.4,1.5,-0.7,-0.9,-1.6,0.1
HOU,2016,Ty Lawson,28,PG,53,1176,8.9,0,0.4,0.4,-2.6,-1.5,-4.1,-0.6
HOU,2016,Terrence Jones,24,PF,50,1044,13.5,0.8,0.7,1.5,-0.9,-1.2,-2.1,0
HOU,2016,Marcus Thornton,28,SG,47,885,14.6,0.9,0.4,1.3,1.1,-1.9,-0.8,0.2
HOU,2016,Donatas Motiejūnas,25,PF,37,547,11.3,0,0.3,0.3,-2.8,-1.7,-4.5,-0.3
HOU,2016,Josh Smith,30,PF,23,421,7.7,-0.7,0.3,-0.4,-4.3,-1.6,-5.9,-0.4
HOU,2016,Montrezl Harrell,22,PF,39,379,14.6,0.7,0.2,0.9,-0.5,-0.1,-0.6,0.1
HOU,2016,Michael Beasley,27,PF,20,363,22.5,0.6,0.3,1,2.2,-1.2,0.9,0.3
HOU,2016,K.J. McDaniels,22,SF,37,235,10.6,0.1,0.1,0.2,-2.8,-1.1,-3.9,-0.1
HOU,2016,Andrew Goudelock,27,PG,8,50,12.3,-0.1,0.1,0,-5.4,1.8,-3.6,0
HOU,2016,Chuck Hayes,32,C,2,24,1.6,0,0,0,-8.6,0.4,-8.1,0
HOU,2016,Sam Dekker,21,PF,3,6,10.8,0,0,0,-2.8,5.1,2.2,0
IND,2016,Paul George,25,SF,81,2819,20.9,4.4,4.8,9.2,3.7,1.2,4.9,4.9
IND,2016,Monta Ellis,30,SG,81,2734,13.7,0.4,3.9,4.3,-1,1.1,0.1,1.5
IND,2016,George Hill,29,PG,74,2524,13.2,3.4,2.8,6.2,0.1,0.7,0.7,1.7
IND,2016,Ian Mahinmi,29,C,71,1816,16.6,2.9,3.3,6.2,-0.9,1.9,0.9,1.4
IND,2016,Lavoy Allen,26,PF,79,1599,12.4,1.6,2.1,3.7,-1.7,0.1,-1.6,0.2
IND,2016,Jordan Hill,28,C,73,1513,16.4,1.6,2.3,3.9,-0.7,0,-0.7,0.5
IND,2016,C.J. Miles,28,SF,64,1464,14,1.2,1.9,3.1,0.6,-0.1,0.5,0.9
IND,2016,Myles Turner,19,C,60,1367,15.4,0.8,2.3,3.1,-2.2,0.6,-1.6,0.1
IND,2016,Rodney Stuckey,29,PG,58,1275,12.6,0.5,1.5,2,-1.8,0.4,-1.4,0.2
IND,2016,Solomon Hill,24,SF,59,866,12.2,0.8,1.3,2.1,-1.1,1.2,0.1,0.5
IND,2016,Chase Budinger,27,SF,49,729,11.1,0.3,1,1.3,-1.7,0.9,-0.7,0.2
IND,2016,Glenn Robinson III,22,SF,45,508,11.4,0.2,0.6,0.8,-1.6,0.5,-1.1,0.1
IND,2016,Joe Young,23,PG,41,384,9.9,-0.5,0.5,-0.1,-3.9,-0.8,-4.7,-0.3
IND,2016,Ty Lawson,28,PG,13,235,13.7,0.2,0.3,0.5,-1.3,0.2,-1.2,0
IND,2016,Shayne Whittington,24,PF,7,41,7.4,-0.1,0.1,0,-7.5,0,-7.5,-0.1
IND,2016,Rakeem Christmas,24,PF,1,6,32,0,0,0,5.6,0.9,6.5,0
LAC,2016,DeAndre Jordan,27,C,77,2598,20.6,6,5.5,11.5,1.5,1.3,2.8,3.2
LAC,2016,Chris Paul,30,PG,74,2420,26.2,9.2,3.5,12.7,5.9,2,7.9,6
LAC,2016,Jamal Crawford,35,SG,79,2126,14,1.8,1.5,3.3,0.1,-1.5,-1.4,0.3
LAC,2016,JJ Redick,31,SG,75,2097,17.5,5.3,1.4,6.7,3.3,-1.1,2.2,2.2
LAC,2016,Wesley Johnson,28,SF,80,1666,11,0,2.7,2.6,-1.7,1.5,-0.2,0.8
LAC,2016,Austin Rivers,23,SG,67,1464,11.1,0.6,1.3,1.9,-2.2,-0.5,-2.7,-0.2
LAC,2016,Luc Mbah a Moute,29,PF,75,1274,7.3,0.2,1.3,1.6,-3.2,0.6,-2.6,-0.2
LAC,2016,Paul Pierce,38,SF,68,1231,8.2,-0.6,1.4,0.9,-3,-0.3,-3.3,-0.4
LAC,2016,Blake Griffin,26,PF,35,1170,22.1,2.2,1.6,3.8,3.4,1.1,4.5,1.9
LAC,2016,Pablo Prigioni,38,PG,59,823,10.2,0.3,1.1,1.5,-2.5,2.1,-0.4,0.3
LAC,2016,Cole Aldrich,27,C,60,800,21.3,1.4,2,3.5,-0.9,3.4,2.4,0.9
LAC,2016,Jeff Green,29,SF,27,709,12,0.1,0.8,0.9,-1.8,-0.7,-2.5,-0.1
LAC,2016,Lance Stephenson,25,SF,43,680,9.8,0.1,0.8,0.9,-2.7,0.7,-1.9,0
LAC,2016,Josh Smith,30,PF,32,459,13.2,-0.6,0.9,0.3,-2.8,2.3,-0.5,0.2
LAC,2016,C.J. Wilcox,25,SG,23,167,12.9,0.1,0.2,0.3,-2.6,1.1,-1.5,0
LAC,2016,Jeff Ayres,28,C,17,107,8.3,0.1,0.1,0.2,-5.6,-0.5,-6.1,-0.1
LAC,2016,Branden Dawson,22,PF,6,29,7.1,0,0,0,-3.6,-2,-5.7,0
LAC,2016,Alex Stepheson,28,PF,4,12,8.9,0,0,0,-6.2,3.6,-2.6,0
LAL,2016,Jordan Clarkson,23,SG,79,2552,14.3,1.7,0.4,2.1,-0.1,-1.5,-1.6,0.2
LAL,2016,Julius Randle,21,PF,81,2286,13.9,-0.3,1.9,1.6,-1.9,-1.3,-3.2,-0.7
LAL,2016,D'Angelo Russell,19,PG,80,2259,13.2,-0.7,0.7,0,-0.7,-1.6,-2.3,-0.1
LAL,2016,Lou Williams,29,SG,67,1907,17.7,4.5,0.3,4.7,2.4,-1.1,1.3,1.6
LAL,2016,Roy Hibbert,29,C,81,1878,11.2,1.1,1,2.2,-3.5,0.2,-3.2,-0.6
LAL,2016,Kobe Bryant,37,SF,66,1863,14.9,-0.9,0.5,-0.4,0.9,-2.4,-1.6,0.2
LAL,2016,Brandon Bass,30,PF,66,1342,17.3,3.4,0.7,4.1,0.6,0,0.6,0.9
LAL,2016,Larry Nance Jr.,23,PF,63,1266,13.4,1.3,0.9,2.2,-1.7,0.2,-1.5,0.2
LAL,2016,Nick Young,30,SG,54,1033,9.1,0.1,0,0.1,-1.6,-2.1,-3.7,-0.5
LAL,2016,Marcelo Huertas,32,PG,53,869,10.4,-0.2,0.1,-0.1,-2.7,-2.2,-5,-0.7
LAL,2016,Anthony Brown,23,SF,29,599,4.9,-0.4,0.1,-0.3,-4.5,-1,-5.5,-0.5
LAL,2016,Metta World Peace,36,SF,35,590,8.3,-0.2,0.3,0.1,-3.2,-0.3,-3.5,-0.2
LAL,2016,Tarik Black,24,C,39,496,12.3,0.3,0.4,0.7,-3.1,-0.2,-3.3,-0.2
LAL,2016,Ryan Kelly,24,PF,36,470,10.3,-0.3,0.3,0.1,-2.9,-0.6,-3.5,-0.2
LAL,2016,Robert Sacre,26,C,25,320,10.4,0.2,0.1,0.3,-3.3,-1.3,-4.6,-0.2
MEM,2016,Matt Barnes,35,SF,76,2190,11.7,0.4,2.2,2.6,-1.1,0.2,-0.9,0.6
MEM,2016,Zach Randolph,34,PF,68,2016,18.3,2.8,1.5,4.3,1.4,-1.7,-0.3,0.9
MEM,2016,Marc Gasol,31,C,52,1791,17.7,1.8,1.9,3.7,0.8,0.9,1.7,1.7
MEM,2016,Mike Conley,28,PG,56,1761,19.4,4.2,1.1,5.3,3.5,-0.5,3,2.2
MEM,2016,Tony Allen,34,SG,64,1620,12.9,0.5,1.9,2.4,-2.2,1.2,-1,0.4
MEM,2016,Jeff Green,29,SF,53,1544,13.4,1.2,1,2.2,-0.4,-1,-1.4,0.2
MEM,2016,Courtney Lee,30,SG,51,1489,11.7,1.5,0.8,2.2,-0.9,-0.1,-0.9,0.4
