season,team_tier,pos,player,age,tm,pts_won,pts_max,share,g,mp,pts,trb,ast,stl,blk,fg_percent,x3p_percent,ft_percent,ws,ws_48,dws,dbpm,d_rtg,defense_team
2019,2nd,F,Kawhi Leonard,27,TOR,39,200,0.195,60,34,26.6,7.3,3.3,1.8,0.4,0.496,0.371,0.854,9.5,0.224,3.4,1.1,105,2nd Team
2019,ORV,G,Danny Green,31,TOR,66,200,0.33,80,27.7,10.3,4,1.6,0.9,0.7,0.465,0.455,0.841,5.9,0.128,2.9,0.8,108,Other Votes
2019,ORV,G,Patrick Beverley,30,LAC,48,200,0.24,78,27.4,7.6,5,3.8,0.9,0.6,0.407,0.397,0.78,4.8,0.108,2,1.2,111,Other Votes
2019,ORV,C,Myles Turner,22,IND,39,200,0.195,74,28.6,13.3,7.2,1.6,0.8,2.7,0.487,0.388,0.736,6.3,0.144,4.4,2.4,101,Other Votes
2019,ORV,F,P.J. Tucker,33,HOU,38,200,0.19,82,34.2,7.3,5.8,1.2,1.6,0.5,0.396,0.377,0.695,5,0.086,3,1,110,Other Votes
2019,ORV,F,Pascal Siakam,24,TOR,24,200,0.12,80,31.9,16.9,6.9,3.1,0.9,0.7,0.549,0.369,0.785,9.3,0.175,3.6,0.8,107,Other Votes
2019,ORV,G,Derrick White,24,SAS,15,200,0.075,67,25.8,9.9,3.7,3.9,1,0.7,0.479,0.338,0.772,3.6,0.101,1.9,1.3,110,Other Votes
2019,ORV,G,Jimmy Butler,29,TOT,9,200,0.045,65,33.6,18.7,5.3,4,1.9,0.6,0.462,0.347,0.855,7.9,0.173,2.5,0.9,110,Other Votes
2019,ORV,G,Russell Westbrook,30,OKC,9,200,0.045,73,36,22.9,11.1,10.7,1.9,0.5,0.428,0.29,0.656,6.8,0.124,5,2.4,103,Other Votes
2019,ORV,G,Chris Paul,33,HOU,7,200,0.035,58,32,15.6,4.6,8.2,2,0.3,0.419,0.358,0.862,6.6,0.172,2.2,1.1,109,Other Votes
2019,ORV,F,Robert Covington,28,TOT,5,200,0.025,35,34.4,13.3,5.5,1.3,2.1,1.3,0.431,0.378,0.764,2.5,0.1,1.6,2.1,108,Other Votes
2019,ORV,F,Paul Millsap,33,DEN,5,200,0.025,70,27.1,12.6,7.2,2,1.2,0.8,0.484,0.365,0.727,6.1,0.155,2.9,1,106,Other Votes
2019,ORV,F,Kevin Durant,30,GSW,4,200,0.02,78,34.6,26,6.4,5.9,0.7,1.1,0.521,0.353,0.885,11.5,0.204,2.9,0.1,110,Other Votes
2019,ORV,G,James Harden,29,HOU,4,200,0.02,78,36.8,36.1,6.6,7.5,2,0.7,0.442,0.368,0.879,15.2,0.254,3.8,1.6,108,Other Votes
2019,ORV,C,Al Horford,32,BOS,4,200,0.02,68,29,13.6,6.7,4.2,0.9,1.3,0.535,0.36,0.821,7.5,0.181,2.9,1.9,107,Other Votes
2019,ORV,G,Malcolm Brogdon,26,MIL,3,200,0.015,64,28.6,15.6,4.5,3.2,0.7,0.2,0.505,0.426,0.928,6.5,0.171,2.3,0.1,108,Other Votes
2019,ORV,G,Kyle Lowry,32,TOR,3,200,0.015,65,34,14.2,4.8,8.7,1.4,0.5,0.411,0.347,0.83,6.6,0.144,3,0.6,108,Other Votes
2019,ORV,G,Josh Richardson,25,MIA,3,200,0.015,73,34.8,16.6,3.6,4.1,1.1,0.5,0.412,0.357,0.861,5.6,0.106,2.6,0.2,110,Other Votes
2019,ORV,G,Stephen Curry,30,GSW,2,200,0.01,69,33.8,27.3,5.3,5.2,1.3,0.4,0.472,0.437,0.916,9.7,0.199,2.5,-0.5,110,Other Votes
2019,ORV,F,Anthony Davis,25,NOP,2,200,0.01,56,33,25.9,12,3.9,1.6,2.4,0.517,0.331,0.794,9.5,0.247,3.1,2.3,105,Other Votes
2019,ORV,C,Derrick Favors,27,UTA,2,200,0.01,76,23.2,11.8,7.4,1.2,0.7,1.4,0.586,0.218,0.675,7.9,0.215,3.5,1.5,103,Other Votes
2019,ORV,F,Joe Ingles,31,UTA,2,200,0.01,82,31.3,12.1,4,5.7,1.2,0.2,0.448,0.391,0.707,6,0.113,3.6,1.1,107,Other Votes
2019,ORV,G,Donovan Mitchell,22,UTA,2,200,0.01,77,33.7,23.8,4.1,4.2,1.4,0.4,0.432,0.362,0.806,5,0.092,3.7,0.1,107,Other Votes
2019,ORV,G,Ben Simmons,22,PHI,2,200,0.01,79,34.2,16.9,8.8,7.7,1.4,0.8,0.563,0,0.6,8.2,0.146,3.6,1.3,108,Other Votes
2019,ORV,F,Thaddeus Young,30,IND,2,200,0.01,81,30.7,12.6,6.5,2.5,1.5,0.4,0.527,0.349,0.644,6.9,0.133,3.9,1.1,106,Other Votes
2019,ORV,F,Bam Adebayo,21,MIA,1,200,0.005,82,23.3,8.9,7.3,2.2,0.9,0.8,0.576,0.2,0.735,6.8,0.171,3.4,2.2,104,Other Votes
2019,ORV,F,Kyle Anderson,25,MEM,1,200,0.005,43,29.8,8,5.8,3,1.3,0.9,0.543,0.265,0.578,2.7,0.1,1.8,2.4,107,Other Votes
2019,ORV,G,Bradley Beal,25,WAS,1,200,0.005,82,36.9,25.6,5,5.5,1.5,0.7,0.475,0.351,0.808,7.6,0.12,1.7,-0.8,114,Other Votes
2019,ORV,F,Jordan Bell,24,GSW,1,200,0.005,68,11.6,3.3,2.7,1.1,0.3,0.8,0.516,0,0.61,1.6,0.096,1.1,1.3,108,Other Votes
2019,ORV,F,Jaylen Brown,22,BOS,1,200,0.005,74,25.9,13,4.2,1.4,0.9,0.4,0.465,0.344,0.658,3,0.076,2.4,-0.4,109,Other Votes
2019,ORV,G,Mike Conley,31,MEM,1,200,0.005,70,33.5,21.1,3.4,6.4,1.3,0.3,0.438,0.364,0.845,8,0.164,2.3,0.1,111,Other Votes
2019,ORV,F,Ed Davis,29,BRK,1,200,0.005,81,17.9,5.8,8.6,0.8,0.4,0.4,0.616,0,0.617,5.7,0.191,2.5,0.7,105,Other Votes
2019,ORV,C,Andre Drummond,25,DET,1,200,0.005,79,33.5,17.3,15.6,1.4,1.7,1.7,0.533,0.132,0.59,10,0.181,5.9,0.8,100,Other Votes
2019,ORV,G,Terrance Ferguson,20,OKC,1,200,0.005,74,26.1,6.9,1.9,1,0.5,0.2,0.429,0.366,0.725,2.8,0.07,1.6,0.1,112,Other Votes
2019,ORV,G,De'Aaron Fox,21,SAC,1,200,0.005,81,31.4,17.3,3.8,7.3,1.6,0.6,0.458,0.371,0.727,5.6,0.106,2.5,0.2,111,Other Votes
2019,ORV,G,Shai Gilgeous-Alexander,20,LAC,1,200,0.005,82,26.5,10.8,2.8,3.3,1.2,0.5,0.476,0.367,0.8,3.3,0.074,1.9,0.4,112,Other Votes
2019,ORV,G,Gary Harris,24,DEN,1,200,0.005,57,28.8,12.9,2.8,2.2,1,0.3,0.424,0.339,0.799,2.6,0.076,1.5,-0.4,111,Other Votes
2019,ORV,F,Andre Iguodala,35,GSW,1,200,0.005,68,23.2,5.7,3.7,3.2,0.9,0.8,0.5,0.333,0.582,4.2,0.129,1.8,1.7,109,Other Votes
2019,ORV,G,Kyrie Irving,26,BOS,1,200,0.005,67,33,23.8,5,6.9,1.5,0.5,0.487,0.401,0.873,9.1,0.197,2.9,1.1,108,Other Votes
2019,ORV,C,Nikola Jokić,23,DEN,1,200,0.005,80,31.3,20.1,10.8,7.3,1.4,0.7,0.511,0.307,0.821,11.8,0.226,4.3,2.9,105,Other Votes
2019,ORV,G,Damian Lillard,28,POR,1,200,0.005,80,35.5,25.8,4.6,6.9,1.1,0.4,0.444,0.369,0.912,12.1,0.205,2.4,-0.3,112,Other Votes
2019,ORV,C,Brook Lopez,30,MIL,1,200,0.005,81,28.7,12.5,4.9,1.2,0.6,2.2,0.452,0.365,0.842,6.7,0.138,4.3,1.8,103,Other Votes
2019,ORV,F,Khris Middleton,27,MIL,1,200,0.005,77,31.1,18.3,6,4.3,1,0.1,0.441,0.378,0.837,6.1,0.123,3.6,0.1,106,Other Votes
2019,ORV,G,Ricky Rubio,28,UTA,1,200,0.005,68,27.9,12.7,3.6,6.1,1.3,0.1,0.404,0.311,0.855,3.7,0.095,2.8,0.8,107,Other Votes
2020,1st,F,Giannis Antetokounmpo,25,MIL,195,200,0.975,63,30.4,29.5,13.6,5.6,1,1,0.553,0.304,0.633,11.1,0.279,5,4.1,97,1st Team
2020,1st,F,Anthony Davis,26,LAL,187,200,0.935,62,34.4,26.1,9.3,3.2,1.5,2.3,0.503,0.33,0.846,11.1,0.25,4.4,2.6,102,1st Team
2020,1st,G,Ben Simmons,23,PHI,185,200,0.925,57,35.4,16.4,7.8,8,2.1,0.6,0.58,0.286,0.621,6.9,0.165,3.1,2.3,106,1st Team
2020,1st,C,Rudy Gobert,27,UTA,180,200,0.9,68,34.3,15.1,13.5,1.5,0.8,2,0.693,NA,0.63,10.7,0.221,4.2,1.9,104,1st Team
2020,1st,G,Marcus Smart,25,BOS,152,200,0.76,60,32,12.9,3.8,4.9,1.7,0.5,0.375,0.347,0.836,4.5,0.112,2.8,1.4,107,1st Team
2020,2nd,F,Kawhi Leonard,28,LAC,128,200,0.64,57,32.4,27.1,7.1,4.9,1.8,0.6,0.47,0.378,0.886,8.7,0.226,3.3,2.4,104,2nd Team
2020,2nd,C,Brook Lopez,31,MIL,67,200,0.335,68,26.7,12,4.6,1.5,0.7,2.4,0.435,0.314,0.836,5.5,0.145,4.1,2.5,100,2nd Team
2020,2nd,F,Bam Adebayo,22,MIA,61,200,0.305,72,33.6,15.9,10.2,5.1,1.1,1.3,0.557,0.143,0.691,8.5,0.168,3.9,2,106,2nd Team
2020,2nd,G,Patrick Beverley,31,LAC,60,200,0.3,51,26.3,7.9,5.2,3.6,1.1,0.5,0.431,0.388,0.66,3.6,0.128,2,2.5,107,2nd Team
2020,2nd,G,Eric Bledsoe,30,MIL,59,200,0.295,61,27,14.9,4.6,5.4,0.9,0.4,0.475,0.344,0.79,5.4,0.157,3,1,104,2nd Team
2020,ORV,G,Kris Dunn,25,CHI,31,200,0.155,51,24.9,7.3,3.6,3.4,2,0.3,0.444,0.259,0.741,2.3,0.085,2,3.1,106,Other Votes
2020,ORV,F,P.J. Tucker,34,HOU,29,200,0.145,72,34.3,6.9,6.6,1.6,1.1,0.5,0.415,0.358,0.813,4,0.078,2.4,0.6,111,Other Votes
2020,ORV,G,Jimmy Butler,30,MIA,28,200,0.14,58,33.8,19.9,6.7,6,1.8,0.6,0.455,0.244,0.834,9,0.221,2.7,1.5,108,Other Votes
2020,ORV,G,Kyle Lowry,33,TOR,23,200,0.115,58,36.2,19.4,5,7.5,1.4,0.4,0.416,0.352,0.857,7.5,0.171,3.3,1,106,Other Votes
2020,ORV,F,Jayson Tatum,21,BOS,20,200,0.1,66,34.3,23.4,7,3,1.4,0.9,0.45,0.403,0.812,6.9,0.146,3.7,0.6,106,Other Votes
2020,ORV,G,Jrue Holiday,29,NOP,18,200,0.09,61,34.7,19.1,4.8,6.7,1.6,0.8,0.455,0.353,0.709,3.9,0.088,1.9,0.2,112,Other Votes
2020,ORV,G,Chris Paul,34,OKC,13,200,0.065,70,31.5,17.6,5,6.7,1.6,0.2,0.489,0.365,0.907,8.9,0.193,3,1.4,108,Other Votes
2020,ORV,C,Joel Embiid,25,PHI,11,200,0.055,51,29.5,23,11.6,3,0.9,1.3,0.477,0.331,0.807,6,0.192,2.7,1,104,Other Votes
2020,ORV,F,Pascal Siakam,25,TOR,10,200,0.05,60,35.2,22.9,7.3,3.5,1,0.9,0.453,0.359,0.792,5.4,0.123,3.6,0.5,105,Other Votes
2020,ORV,F,LeBron James,35,LAL,7,200,0.035,67,34.6,25.3,7.8,10.2,1.2,0.5,0.493,0.348,0.693,9.8,0.204,3.6,1.8,106,Other Votes
2020,ORV,C,Myles Turner,23,IND,5,200,0.025,62,29.5,12.1,6.6,1.2,0.7,2.1,0.457,0.344,0.751,4.2,0.111,3.1,1.1,105,Other Votes
2020,ORV,F,Paul George,29,LAC,3,200,0.015,48,29.6,21.5,5.7,3.9,1.4,0.4,0.439,0.412,0.876,4.8,0.161,2.3,1.1,106,Other Votes
2020,ORV,F,OG Anunoby,22,TOR,2,200,0.01,69,29.9,10.6,5.3,1.6,1.4,0.7,0.505,0.39,0.706,5.7,0.134,3.7,2,104,Other Votes
2020,ORV,F,Jaylen Brown,23,BOS,2,200,0.01,57,33.9,20.3,6.4,2.1,1.1,0.4,0.481,0.382,0.724,4.9,0.123,2.6,-0.2,108,Other Votes
2020,ORV,G,Donte DiVincenzo,23,MIL,2,200,0.01,66,23,9.2,4.8,2.3,1.3,0.3,0.455,0.336,0.733,4.3,0.135,3.2,2.4,101,Other Votes
2020,ORV,G,Luka Dončić,20,DAL,2,200,0.01,61,33.6,28.8,9.4,8.8,1,0.2,0.463,0.316,0.758,8.8,0.207,2.3,1,110,Other Votes
2020,ORV,C,Andre Drummond,26,TOT,2,200,0.01,57,33,17.7,15.2,2.7,1.9,1.6,0.533,0.143,0.575,4.2,0.108,3.6,1.1,103,Other Votes
2020,ORV,G,James Harden,30,HOU,2,200,0.01,68,36.5,34.3,6.6,7.5,1.8,0.9,0.444,0.355,0.865,13.1,0.254,3.2,1.6,108,Other Votes
2020,ORV,G,Dejounte Murray,23,SAS,2,200,0.01,66,25.6,10.9,5.8,4.1,1.7,0.3,0.462,0.369,0.798,2.6,0.074,2,1.3,110,Other Votes
2020,ORV,G,Fred VanVleet,25,TOR,2,200,0.01,54,35.7,17.6,3.8,6.6,1.9,0.3,0.413,0.39,0.848,5.8,0.145,3.1,1.4,106,Other Votes
2020,ORV,C,Hassan Whiteside,30,POR,2,200,0.01,67,30,15.5,13.5,1.2,0.4,2.9,0.621,0.571,0.686,8.5,0.204,3,0.7,107,Other Votes
2020,ORV,C,Steven Adams,26,OKC,1,200,0.005,63,26.7,10.9,9.3,2.3,0.8,1.1,0.592,0.333,0.582,6.5,0.185,2.7,1.1,106,Other Votes
2020,ORV,C,Jarrett Allen,21,BRK,1,200,0.005,70,26.5,11.1,9.6,1.6,0.6,1.3,0.649,0,0.633,8.2,0.212,2.9,1,106,Other Votes
2020,ORV,C,Aron Baynes,33,PHO,1,200,0.005,42,22.2,11.5,5.6,1.6,0.2,0.5,0.48,0.351,0.747,2.1,0.107,0.8,-0.8,112,Other Votes
2020,ORV,G,Avery Bradley,29,LAL,1,200,0.005,49,24.2,8.6,2.3,1.3,0.9,0.1,0.444,0.364,0.833,1.5,0.062,1.4,0.5,110,Other Votes
2020,ORV,F,Jonathan Isaac,22,ORL,1,200,0.005,34,28.8,11.9,6.8,1.4,1.6,2.3,0.47,0.34,0.779,2.5,0.12,1.9,2.9,103,Other Votes
2020,ORV,G,Damian Lillard,29,POR,1,200,0.005,66,37.5,30,4.3,8,1.1,0.3,0.463,0.401,0.888,11.6,0.225,0.7,-0.9,117,Other Votes
2020,ORV,F,Khris Middleton,28,MIL,1,200,0.005,62,29.9,20.9,6.2,4.3,0.9,0.1,0.497,0.415,0.916,7.9,0.205,3.3,0.7,104,Other Votes
2020,ORV,F,Kristaps Porziņģis,24,DAL,1,200,0.005,57,31.8,20.4,9.5,1.8,0.7,2,0.427,0.352,0.799,5.2,0.138,2.6,0.1,107,Other Votes
2020,ORV,G,Matisse Thybulle,22,PHI,1,200,0.005,65,19.8,4.7,1.6,1.2,1.4,0.7,0.423,0.357,0.61,2.3,0.086,2,3.1,106,Other Votes
2020,ORV,G,Russell Westbrook,31,HOU,1,200,0.005,57,35.9,27.2,7.9,7,1.6,0.4,0.472,0.258,0.763,4.2,0.098,2.5,-0.1,109,Other Votes
2021,1st,C,Rudy Gobert,28,UTA,200,200,1,71,30.8,14.3,13.5,1.3,0.6,2.7,0.675,0,0.623,11.3,0.248,5.2,2.8,101,1st Team
2021,1st,G,Ben Simmons,24,PHI,200,200,1,58,32.4,14.3,7.2,6.9,1.6,0.6,0.557,0.3,0.613,6,0.153,3.3,2.2,106,1st Team
2021,1st,F,Draymond Green,30,GSW,176,200,0.88,63,31.5,7,7.1,8.9,1.7,0.8,0.447,0.27,0.795,4.6,0.112,3.4,3.3,106,1st Team
2021,1st,G,Jrue Holiday,30,MIL,157,200,0.785,59,32.3,17.7,4.5,6.1,1.6,0.6,0.503,0.392,0.787,6.6,0.165,2.2,0.6,111,1st Team
2021,1st,F,Giannis Antetokounmpo,26,MIL,135,200,0.675,61,33,28.1,11,5.9,1.2,1.2,0.569,0.303,0.685,10.2,0.244,3.3,2.8,107,1st Team
2021,2nd,F,Bam Adebayo,23,MIA,111,200,0.555,64,33.5,18.7,9,5.4,1.2,1,0.57,0.25,0.799,8.8,0.197,3.2,2,108,2nd Team
2021,2nd,G,Jimmy Butler,31,MIA,111,200,0.555,52,33.6,21.5,6.9,7.1,2.1,0.3,0.497,0.245,0.863,9.3,0.255,2.7,2.3,108,2nd Team
2021,2nd,C,Joel Embiid,26,PHI,87,200,0.435,51,31.1,28.5,10.6,2.8,1,1.4,0.513,0.377,0.859,8.8,0.266,3.2,1.2,104,2nd Team
2021,2nd,G,Matisse Thybulle,23,PHI,63,200,0.315,65,20,3.9,1.9,1,1.6,1.1,0.42,0.301,0.444,2.8,0.102,2.7,4.5,103,2nd Team
2021,2nd,F,Kawhi Leonard,29,LAC,43,200,0.215,52,34.1,24.8,6.5,5.2,1.6,0.4,0.512,0.398,0.885,8.8,0.238,2.4,1.3,110,2nd Team
2021,ORV,G,Mikal Bridges,24,PHO,39,200,0.195,72,32.6,13.5,4.3,2.1,1.1,0.9,0.543,0.425,0.84,8,0.164,2.6,0.9,112,Other Votes
2021,ORV,C,Clint Capela,26,ATL,36,200,0.18,63,30.1,15.2,14.3,0.8,0.7,2,0.594,NA,0.573,8.2,0.207,3.3,0,106,Other Votes
2021,ORV,C,Myles Turner,24,IND,24,200,0.12,47,31,12.6,6.5,1,0.9,3.4,0.477,0.335,0.782,3.3,0.11,2.2,2,108,Other Votes
2021,ORV,G,Marcus Smart,26,BOS,22,200,0.11,48,32.9,13.1,3.5,5.7,1.5,0.5,0.398,0.33,0.79,3.3,0.1,1.5,0.2,113,Other Votes
2021,ORV,G,Luguentz Dort,21,OKC,17,200,0.085,52,29.7,14,3.6,1.7,0.9,0.4,0.387,0.343,0.744,0.3,0.011,1,-0.9,116,Other Votes
2021,ORV,G,Chris Paul,35,PHO,14,200,0.07,70,31.4,16.4,4.5,8.9,1.4,0.3,0.499,0.395,0.934,9.2,0.201,2.7,1.1,111,Other Votes
2021,ORV,F,Paul George,30,LAC,11,200,0.055,54,33.7,23.3,6.6,5.2,1.1,0.4,0.467,0.411,0.868,5.3,0.139,2.3,0.3,110,Other Votes
2021,ORV,G,Alex Caruso,26,LAL,5,200,0.025,58,21,6.4,2.9,2.8,1.1,0.3,0.436,0.401,0.645,2.4,0.095,2.1,2.5,106,Other Votes
2021,ORV,G,Dejounte Murray,24,SAS,5,200,0.025,67,31.9,15.7,7.1,5.4,1.5,0.1,0.453,0.317,0.791,3.3,0.074,2.6,1,111,Other Votes
2021,ORV,G,Kentavious Caldwell-Pope,27,LAL,4,200,0.02,67,28.4,9.7,2.7,1.9,0.9,0.4,0.431,0.41,0.866,4.2,0.107,2.6,1,109,Other Votes
2021,ORV,G,T.J. McConnell,28,IND,4,200,0.02,69,26,8.6,3.7,6.6,1.9,0.3,0.559,0.313,0.688,4.8,0.128,2.2,1.7,110,Other Votes
2021,ORV,F,Julius Randle,26,NYK,4,200,0.02,71,37.6,24.1,10.2,6,0.9,0.3,0.456,0.411,0.811,7.8,0.14,4.3,0.9,107,Other Votes
2021,ORV,G,Dennis Schröder,27,LAL,4,200,0.02,61,32.1,15.4,3.5,5.8,1.1,0.2,0.437,0.335,0.848,3.8,0.093,2.7,0.2,109,Other Votes
2021,ORV,F,OG Anunoby,23,TOR,3,200,0.015,43,33.3,15.9,5.5,2.2,1.5,0.7,0.48,0.398,0.784,3.1,0.104,1.6,0.4,112,Other Votes
2021,ORV,F,Dillon Brooks,25,MEM,3,200,0.015,67,29.8,17.2,2.9,2.3,1.2,0.4,0.419,0.344,0.815,1.4,0.033,1.8,-1.1,113,Other Votes
2021,ORV,G,Danny Green,33,PHI,3,200,0.015,69,28,9.5,3.8,1.7,1.3,0.8,0.412,0.405,0.775,4.6,0.115,3.1,1.5,108,Other Votes
2021,ORV,G,Fred VanVleet,26,TOR,3,200,0.015,52,36.5,19.6,4.2,6.3,1.7,0.7,0.389,0.366,0.885,4.3,0.108,1.8,0.2,113,Other Votes
2021,ORV,F,Jaylen Brown,24,BOS,2,200,0.01,58,34.5,24.7,6,3.4,1.2,0.6,0.484,0.397,0.764,4.8,0.115,2,-0.7,113,Other Votes
2021,ORV,G,Mike Conley,33,UTA,2,200,0.01,51,29.4,16.2,3.5,6,1.4,0.2,0.444,0.412,0.852,6.1,0.197,2.1,1.3,109,Other Votes
2021,ORV,F,Anthony Davis,27,LAL,2,200,0.01,36,32.3,21.8,7.9,3.1,1.3,1.6,0.491,0.26,0.738,3.7,0.152,2.4,2.2,104,Other Votes
2021,ORV,F,Royce O'Neale,27,UTA,2,200,0.01,71,31.6,7,6.8,2.5,0.8,0.5,0.444,0.385,0.848,5.6,0.121,3.3,2.1,108,Other Votes
2021,ORV,F,Robert Covington,30,POR,1,200,0.005,70,32,8.5,6.7,1.7,1.4,1.2,0.401,0.379,0.806,3.7,0.08,2.4,1.5,112,Other Votes
2021,ORV,F,Jae Crowder,30,PHO,1,200,0.005,60,27.5,10.1,4.7,2.1,0.8,0.5,0.404,0.389,0.76,3.3,0.097,1.9,0.8,111,Other Votes
2021,ORV,G,Donovan Mitchell,24,UTA,1,200,0.005,53,33.4,26.4,4.4,5.2,1,0.3,0.438,0.386,0.845,6.2,0.167,2.2,-0.2,110,Other Votes
2021,ORV,C,Nerlens Noel,26,NYK,1,200,0.005,64,24.2,5.1,6.4,0.7,1.1,2.2,0.614,0,0.714,5.2,0.162,3.6,3.8,101,Other Votes
2021,ORV,C,Daniel Theis,28,TOT,1,200,0.005,65,24.6,9.6,5.5,1.7,0.6,0.9,0.541,0.322,0.673,4.3,0.128,1.8,0.7,111,Other Votes
2021,ORV,G,Russell Westbrook,32,WAS,1,200,0.005,65,36.4,22.2,11.5,11.7,1.4,0.4,0.439,0.315,0.656,3.7,0.075,3.2,1.1,110,Other Votes
2021,ORV,F,Andrew Wiggins,25,GSW,1,200,0.005,71,33.3,18.6,4.9,2.4,0.9,1,0.477,0.38,0.714,3.9,0.08,2.7,-0.4,111,Other Votes
2021,ORV,F,Christian Wood,25,HOU,1,200,0.005,41,32.3,21,9.6,1.7,0.8,1.2,0.514,0.374,0.631,2.8,0.1,1.4,-0.3,112,Other Votes
2022,1st,G,Marcus Smart,27,BOS,198,200,0.99,71,32.3,12.1,3.8,5.9,1.7,0.3,0.418,0.331,0.793,5.6,0.116,3.7,1.7,107,1st Team
2022,1st,G,Mikal Bridges,25,PHO,193,200,0.965,82,34.8,14.2,4.2,2.3,1.2,0.4,0.534,0.369,0.834,8.9,0.15,3.7,1.1,110,1st Team
2022,1st,C,Rudy Gobert,29,UTA,171,200,0.855,66,32.1,15.6,14.7,1.1,0.7,2.1,0.713,0,0.69,11.7,0.264,4.3,1.7,103,1st Team
2022,1st,F,Giannis Antetokounmpo,27,MIL,156,200,0.78,67,32.9,29.9,11.6,5.8,1.1,1.4,0.553,0.293,0.722,12.9,0.281,3.7,3.5,106,1st Team
2022,1st,F,Jaren Jackson Jr.,22,MEM,153,200,0.765,78,27.3,16.3,5.8,1.1,0.9,2.3,0.415,0.319,0.823,5.4,0.121,3.7,0.8,106,1st Team
2022,2nd,F,Bam Adebayo,24,MIA,152,200,0.76,56,32.6,19.1,10.1,3.4,1.4,0.8,0.557,0,0.753,7.2,0.188,3.5,2.1,104,2nd Team
2022,2nd,G,Jrue Holiday,31,MIL,89,200,0.445,67,33,18.3,4.5,6.8,1.6,0.4,0.501,0.411,0.761,6.9,0.15,2.4,0.3,112,2nd Team
2022,2nd,G,Matisse Thybulle,24,PHI,87,200,0.435,66,25.5,5.7,2.3,1.1,1.7,1.1,0.5,0.313,0.791,3.7,0.107,2.5,3.3,108,2nd Team
2022,2nd,C,Robert Williams,24,BOS,70,200,0.35,61,29.6,10,9.6,2,0.9,2.2,0.736,0,0.722,9.9,0.262,3.9,3.1,102,2nd Team
2022,2nd,F,Draymond Green,31,GSW,34,200,0.17,46,28.9,7.5,7.3,7,1.3,1.1,0.525,0.296,0.659,3.6,0.131,2.8,4.6,103,2nd Team
2022,ORV,G,Fred VanVleet,27,TOR,41,200,0.205,65,37.9,20.3,4.4,6.7,1.7,0.5,0.403,0.377,0.874,6.7,0.131,2.8,0.5,111,Other Votes
2022,ORV,C,Joel Embiid,27,PHI,33,200,0.165,68,33.8,30.6,11.7,4.2,1.1,1.5,0.499,0.371,0.814,12,0.252,4.1,2,105,Other Votes
2022,ORV,G,Dejounte Murray,25,SAS,24,200,0.12,68,34.8,21.1,8.3,9.2,2,0.3,0.462,0.327,0.794,7.3,0.149,3.4,1.7,108,Other Votes
2022,ORV,G,Chris Paul,36,PHO,21,200,0.105,65,32.9,14.7,4.4,10.8,1.9,0.3,0.493,0.317,0.837,9.4,0.21,3.6,2.3,107,Other Votes
2022,ORV,F,Evan Mobley,20,CLE,13,200,0.065,69,33.8,15,8.3,2.5,0.8,1.7,0.508,0.25,0.663,5.2,0.107,3.7,1.5,107,Other Votes
2022,ORV,F,Herbert Jones,23,NOP,10,200,0.05,78,29.9,9.5,3.8,2.1,1.7,0.8,0.476,0.337,0.84,4.6,0.096,2.5,1.5,112,Other Votes
2022,ORV,G,Patrick Beverley,33,MIN,9,200,0.045,58,25.4,9.2,4.1,4.6,1.2,0.9,0.406,0.343,0.722,4.1,0.132,1.7,2.1,111,Other Votes
2022,ORV,F,Dorian Finney-Smith,28,DAL,7,200,0.035,80,33.1,11,4.7,1.9,1.1,0.5,0.471,0.395,0.675,6.6,0.121,3.2,0.7,110,Other Votes
2022,ORV,G,Kyle Lowry,35,MIA,6,200,0.03,63,33.9,13.4,4.5,7.5,1.1,0.3,0.44,0.377,0.851,6.4,0.143,2.7,0.8,110,Other Votes
2022,ORV,G,Jimmy Butler,32,MIA,5,200,0.025,57,33.9,21.4,5.9,5.5,1.6,0.5,0.48,0.233,0.87,9.2,0.228,2.9,1.9,108,Other Votes
2022,ORV,G,Alex Caruso,27,CHI,5,200,0.025,41,28,7.4,3.6,4,1.7,0.4,0.398,0.333,0.795,2,0.082,1.2,2.3,112,Other Votes
2022,ORV,F,Jayson Tatum,23,BOS,4,200,0.02,76,35.9,26.9,8,4.4,1,0.6,0.453,0.353,0.853,9.6,0.169,4.6,0.6,106,Other Votes
2022,ORV,G,Gary Payton II,29,GSW,3,200,0.015,71,17.6,7.1,3.5,0.9,1.4,0.3,0.616,0.358,0.603,5.2,0.199,2.6,3.4,103,Other Votes
2022,ORV,G,Derrick White,27,TOT,3,200,0.015,75,29.3,13.2,3.5,4.9,0.9,0.8,0.421,0.312,0.864,5.1,0.111,2.3,0.6,112,Other Votes
2022,ORV,G,Scottie Barnes,20,TOR,2,200,0.01,74,35.4,15.3,7.5,3.5,1.1,0.7,0.492,0.301,0.735,6.6,0.122,2.9,0.4,111,Other Votes
2022,ORV,F,Jaylen Brown,25,BOS,2,200,0.01,66,33.6,23.6,6.1,3.5,1.1,0.3,0.473,0.358,0.758,5.8,0.124,3.4,0.1,108,Other Votes
2022,ORV,C,Al Horford,35,BOS,2,200,0.01,69,29.1,10.2,7.7,3.4,0.7,1.3,0.467,0.336,0.842,7.6,0.181,3.8,2.9,104,Other Votes
