season,player_id,player_name,RAPM,RAPM_rank
2020,201145,Jeff Green,0.48380307771860614,112
2020,203473,Dewayne Dedmon,0.4832348343471054,113
2020,203493,Reggie Bullock Jr.,0.47613640716539785,114
2020,1629634,Brandon Clarke,0.4726783811410726,115
2020,1627747,Caris LeVert,0.46662709555839077,116
2020,1628370,Malik Monk,0.4632693753537456,117
2020,202330,Gordon Hayward,0.4591439888734013,118
2020,1628365,Markelle Fultz,0.4530714388330281,119
2020,1626195,Willy Hernangomez,0.4484226635452775,120
2020,201933,Blake Griffin,0.43865645759932004,121
2020,1629023,P.J. Washington,0.430904209694462,122
2020,1629719,Devontae Cacok,0.40945135561769724,123
2020,1630163,LaMelo Ball,0.39646320117524436,124
2020,1629630,Ja Morant,0.3839132094412477,125
2020,203210,JaMychal Green,0.3803292005041638,126
2020,1629632,Coby White,0.3747402824579601,127
2020,1627832,Fred VanVleet,0.3720516764834042,128
2020,201565,Derrick Rose,0.3719651993427439,129
2020,201568,Danilo Gallinari,0.3682501511750493,130
2020,201988,Patty Mills,0.36077516927960274,131
2020,202397,Ish Smith,0.3573102086690435,132
2020,1629628,RJ Barrett,0.3539607485196096,133
2020,203086,Meyers Leonard,0.3429359819116856,134
2020,1629308,Juan Toscano-Anderson,0.33578040572936957,135
2020,1627788,Furkan Korkmaz,0.32022413168959113,136
2020,1628995,Kevin Knox II,0.3187829947090005,137
2020,1630194,Paul Reed,0.31658738781602536,138
2020,1629671,Miye Oni,0.30857833326993817,139
2020,201976,Patrick Beverley,0.30370822018439436,140
2020,203109,Jae Crowder,0.3014728272942104,141
2020,1627763,Malcolm Brogdon,0.29883924012620144,142
2020,1627741,Buddy Hield,0.2871078389846938,143
2020,1626161,Willie Cauley-Stein,0.28513946089346187,144
2020,1630218,Robert Woodard II,0.28352164434765625,145
2020,1629631,De'Andre Hunter,0.2800727659797072,146
2020,202693,Markieff Morris,0.27347082890269764,147
2020,203915,Spencer Dinwiddie,0.27035100249349575,148
2020,1629661,Cameron Johnson,0.26940929574629885,149
2020,1628960,Grayson Allen,0.26502996336594753,150
2020,200782,P.J. Tucker,0.2631212171884119,151
2020,202335,Patrick Patterson,0.2534231348793773,152
2020,1628993,Alize Johnson,0.24899415859036575,153
2020,1629028,Deandre Ayton,0.23722159536477566,154
2020,1630230,Naji Marshall,0.23117179468183616,155
2020,1627826,Ivica Zubac,0.22377221643709316,156
2020,1628384,OG Anunoby,0.22341875413499968,157
2020,1629657,Kyle Guy,0.2203668752952309,158
2020,1628961,Kostas Antetokounmpo,0.2194204942736896,159
2020,1628973,Jalen Brunson,0.2185800076594526,160
2020,1629013,Landry Shamet,0.21229884704330895,161
2020,201942,DeMar DeRozan,0.20909662103398127,162
2020,1628389,Bam Adebayo,0.20591788576824743,163
2020,1628449,Chris Boucher,0.19701355869831813,164
2020,1629017,Khyri Thomas,0.1952490352655368,165
2020,1628455,Mike James,0.19213985509644418,166
2020,1628464,Daniel Theis,0.1836682042910941,167
2020,1630186,Jahmi'us Ramsey,0.18287000891485253,168
2020,1628778,Paul Watson,0.1798713809599002,169
2020,1629726,Garrison Mathews,0.17838178810495803,170
2020,203114,Khris Middleton,0.17100865312693753,171
2020,1627734,Domantas Sabonis,0.1689899424968907,172
2020,203501,Tim Hardaway Jr.,0.1636680960181661,173
2020,1628988,Aaron Holiday,0.1610453391336807,174
2020,1629617,Reggie Perry,0.15897963434173404,175
2020,1629011,Mitchell Robinson,0.15706864496020254,176
2020,1628977,Hamidou Diallo,0.15579345879550674,177
2020,1629021,Moritz Wagner,0.1541913054153431,178
2020,1629651,Nic Claxton,0.15381192856516437,179
2020,203658,Norvel Pelle,0.1528376501921031,180
2020,203935,Marcus Smart,0.1517425433434279,181
2020,1626163,Frank Kaminsky,0.14451041318090843,182
2020,1630271,Brodric Thomas,0.1407912297831073,183
2020,1629001,De'Anthony Melton,0.13582956244861583,184
2020,1627885,Shaquille Harrison,0.13582255849244032,185
2020,1630176,Vernon Carey Jr.,0.13499667088435563,186
2020,1630256,Jae'Sean Tate,0.1326650119213544,187
2020,1629735,Chris Silva,0.13133952847870914,188
2020,200755,JJ Redick,0.13054623265078044,189
2020,203469,Cody Zeller,0.11912283293829659,190
2020,1629723,John Konchar,0.11502954968783137,191
2020,201580,JaVale McGee,0.10944068336256521,192
2020,101141,Ersan Ilyasova,0.10636417448492144,193
2020,1629652,Luguentz Dort,0.10524286896056678,194
2020,203486,Mason Plumlee,0.10336368651837365,195
2020,202685,Jonas Valančiūnas,0.10155070507105035,196
2020,1629606,Robert Franks,0.10091833352233495,197
2020,203121,Darius Miller,0.09885932572399601,198
2020,1628539,Mychal Mulder,0.09849810505824505,199
2020,1630208,Nick Richards,0.09678987379169245,200
2020,1630184,Kira Lewis Jr.,0.09338585222189615,201
2020,1626246,Boban Marjanovic,0.09034329708512175,202
2020,203506,Victor Oladipo,0.08945973955762591,203
2020,1629653,Devon Dotson,0.08772642912168398,204
2020,1627742,Brandon Ingram,0.0849865121015844,205
2020,204222,Greg Whittington,0.08211863008749481,206
2020,1630214,Xavier Tillman,0.08183523225988752,207
2020,1630219,Skylar Mays,0.0785520555797276,208
2020,1629663,Louis King,0.0757250778004623,209
2020,1628968,Brian Bowen II,0.07219302160928481,210
2020,204001,Kristaps Porziņģis,0.07151049390521759,211
2020,1628369,Jayson Tatum,0.07077615681731765,212
2020,1629121,Jaylen Adams,0.060338934511031506,213
2020,1627740,Henry Ellenson,0.058587459652359536,214
2020,1630191,Isaiah Stewart,0.05800815061133607,215
2020,1630211,Karim Mane,0.0567729859647025,216
2020,1626188,Quinn Cook,0.05132009286569282,217
2020,200746,LaMarcus Aldridge,0.049103576033171906,218
2020,203516,James Ennis III,0.048419538608001474,219
2020,1629605,Tacko Fall,0.0468390344542577,220
2020,1629604,CJ Elleby,0.04655722914948708,221
2020,1629714,Jarrell Brantley,0.03993588316968657,222
2020,1626253,Axel Toupane,0.036523502055072196,223
2020,1629672,Eric Paschall,0.036139719910198403,224
2020,1630180,Saddiq Bey,0.03427363319826475,225
2020,1629743,Donta Hall,0.03382320810911236,226
2020,1628578,Amida Brimah,0.03262632778018728,227
2020,2617,Udonis Haslem,0.03160913710974905,228
2020,201569,Eric Gordon,0.029055225330325278,229
2020,1629056,Terence Davis,0.02613647371257072,230
2020,201162,Jared Dudley,0.025240061942356454,231
2020,1629014,Anfernee Simons,0.02481775223259868,232
2020,1628388,T.J. Leaf,0.024536728982370096,233
2020,1630179,Tyrell Terry,0.02450718875446859,234
2020,203897,Zach LaVine,0.02350864481005132,235
2020,1628972,Troy Brown Jr.,0.021059433664481743,236
2020,1629665,Jalen Lecque,0.018908956143113657,237
2020,202697,Iman Shumpert,0.016361098014500367,238
2020,203920,Khem Birch,0.015339241695151606,239
2020,1629109,Gary Clark,0.013277780965492642,240
2020,203078,Bradley Beal,0.013182122596588705,241
2020,203081,Damian Lillard,0.012091918384476135,242
2020,1629659,Talen Horton-Tucker,0.01105718518173796,243
2020,203490,Otto Porter Jr.,0.010319702517792042,244
2020,201229,Anthony Tolliver,0.007458627888596206,245
2020,1629670,Jordan Nwora,0.006251303182802588,246
2020,1626245,Cristiano Felicio,0.004747820302031892,247
2020,1629718,Charlie Brown Jr.,0.003959878116120659,248
2020,1630203,Grant Riller,0.0035793670557363578,249
2020,203960,JaKarr Sampson,0.002101338157151876,250
2020,1628414,Sindarius Thornwell,-0.002918741645329975,251
2020,201588,George Hill,-0.006395769742098034,252
2020,204456,T.J. McConnell,-0.008254841527008961,253
2020,203991,Clint Capela,-0.00864610332942672,254
2020,203107,Tomas Satoransky,-0.0090044900433685,255
2020,1629716,Marques Bolden,-0.012312236623343019,256
2020,1629637,Jaxson Hayes,-0.014015589109186476,257
2020,1630199,Cassius Stanley,-0.016335210328090485,258
2020,1628390,Terrance Ferguson,-0.02291538022812904,259
2020,1629725,Jeremiah Martin,-0.02523137684320748,260
2020,1628394,Anžejs Pasečņiks,-0.029194168828535906,261
2020,1629638,Nickeil Alexander-Walker,-0.033671372947734146,262
2020,1627812,Yogi Ferrell,-0.03377806293192241,263
2020,1626171,Bobby Portis,-0.03958881367745877,264
2020,203084,Harrison Barnes,-0.04744851111496638,265
2020,1628419,Cameron Oliver,-0.04913090230810957,266
2020,1628467,Maxi Kleber,-0.05123891049272306,267
2020,1629117,Wenyen Gabriel,-0.054543698735796974,268
2020,1630204,Ashton Hagans,-0.055039990435574185,269
2020,201188,Marc Gasol,-0.057911613569662325,270
2020,1628402,Frank Jackson,-0.060113524455204154,271
2020,1629682,Tremont Waters,-0.06056812801603091,272
2020,1627752,Taurean Prince,-0.06496765549437201,273
2020,101150,Lou Williams,-0.0659318077516643,274
2020,201949,James Johnson,-0.06688839858776895,275
2020,1628989,Kevin Huerter,-0.06840560376096083,276
2020,1630266,Will Magnay,-0.06890200450726282,277
2020,203095,Evan Fournier,-0.06897253981497038,278
2020,1630206,Jay Scrubb,-0.07142585923092473,279
2020,1629018,Gary Trent Jr.,-0.07246734923831244,280
2020,1629712,Didi Louzada,-0.075697834740996,281
2020,1627745,Damian Jones,-0.07732647705122625,282
2020,203263,James Nunnally,-0.07879138154933363,283
2020,1628407,Dwayne Bacon,-0.07932756585151157,284
2020,1629713,Justin James,-0.08049075061494634,285
2020,203998,Bruno Caboclo,-0.08211074561444137,286
2020,201937,Ricky Rubio,-0.08763506686941117,287
2020,1629833,Keljin Blevins,-0.08775901178959837,288
2020,1628970,Miles Bridges,-0.08863443830015136,289
2020,1629244,Cam Reynolds,-0.08867369354140879,290
2020,1628398,Kyle Kuzma,-0.09551828112282992,291
2020,203943,Noah Vonleh,-0.09688262343394878,292
2020,201959,Taj Gibson,-0.10108319853127411,293
2020,1629607,Jared Harper,-0.10130465784831591,294
2020,1628412,Frank Mason III,-0.1016399277992467,295
2020,202734,E'Twaun Moore,-0.1049617223876172,296
2020,1629034,Ray Spalding,-0.10528610410646125,297
2020,1630223,Jalen Harris,-0.10799709426700145,298
2020,1630234,Ty-Shon Alexander,-0.10848265664599088,299
2020,203933,T.J. Warren,-0.1104568744506001,300
2020,202738,Isaiah Thomas,-0.11123714775490152,301
2020,1629730,Rayjon Tucker,-0.11292320536592697,302
2020,1629057,Robert Williams III,-0.11726151277103812,303
2020,203460,Andre Roberson,-0.12468585027448507,304
2020,1629680,Matisse Thybulle,-0.1259435893425674,305
2020,1630238,Malik Fitts,-0.12730371998059578,306
2020,1629740,Nicolo Melli,-0.12780132223603452,307
2020,203503,Tony Snell,-0.12796877342264465,308
2020,1627737,Marquese Chriss,-0.1345301043704838,309
2020,1627780,Gary Payton II,-0.14282542657551622,310
2020,203087,Jeremy Lamb,-0.1474241956800348,311
2020,1628975,Jevon Carter,-0.14934839926254934,312
2020,1629006,Josh Okogie,-0.1500209946912354,313
2020,1627739,Kris Dunn,-0.15092099345529644,314
2020,1629007,Jontay Porter,-0.15279397954909923,315
2020,1629164,Brandon Goodwin,-0.15356524102912214,316
2020,1629134,Kendrick Nunn,-0.1560943957124517,317
2020,203648,Thanasis Antetokounmpo,-0.1629537123734895,318
2020,202694,Marcus Morris Sr.,-0.1633714669191578,319
2020,1629962,Devin Cannady,-0.16437249599226125,320
2020,1630268,Nate Darling,-0.16547084925373515,321
2020,1626159,Justise Winslow,-0.16745604754147106,322
2020,1629033,Theo Pinson,-0.1682120973554743,323
2020,1630167,Obi Toppin,-0.1687865618612911,324
2020,203504,Trey Burke,-0.1698989944175388,325
2020,1626174,Christian Wood,-0.1714963355300904,326
2020,1630202,Payton Pritchard,-0.1739285219150574,327
2020,1628379,Luke Kennard,-0.17544787358676736,328
2020,1630235,Trent Forrest,-0.17610256409635477,329
2020,1629751,Dakota Mathias,-0.1834319422001249,330
2020,1629002,Chimezie Metu,-0.1904577067282351,331
2020,1630207,Nate Hinton,-0.19079236805888178,332
2020,1629738,Vincent Poirier,-0.19120551046695664,333
2020,1628391,D.J. Wilson,-0.19595789985564097,334
2020,1629655,Daniel Gafford,-0.19893210941798953,335
2020,1629066,Rodions Kurucs,-0.20020146266998395,336
2020,203476,Gorgui Dieng,-0.20037244850218036,337
2020,1629639,Tyler Herro,-0.20106113122295752,338
2020,1628470,Torrey Craig,-0.20150389360317916,339
2020,203585,Rodney McGruder,-0.20165032674638628,340
2020,1629216,Gabe Vincent,-0.20975568962991234,341
2020,203482,Kelly Olynyk,-0.2103850228610254,342
2020,1629648,Jordan Bone,-0.2114293402989916,343
2020,1628035,Alfonzo McKinnie,-0.21229612689141072,344
2020,1628964,Mo Bamba,-0.212718569387313,345
2020,1628392,Isaiah Hartenstein,-0.21579468299601368,346
2020,1630189,Tyler Bey,-0.21611997813243264,347
2020,203924,Jerami Grant,-0.21707975565946055,348
2020,1628382,Justin Jackson,-0.2179226248780668,349
2020,2738,Andre Iguodala,-0.22232026618680736,350
2020,202334,Ed Davis,-0.22259289603763968,351
2020,1630166,Deni Avdija,-0.2315917886471582,352
2020,1629076,Tyler Cook,-0.23359702969963472,353
2020,1627846,Abdel Nader,-0.23415579784380594,354
2020,1628400,Semi Ojeleye,-0.2351293938341133,355
2020,1629717,Armoni Brooks,-0.23521469704330972,356
2020,203521,Matthew Dellavedova,-0.24017556620296407,357
2020,1629636,Darius Garland,-0.24065559014758633,358
2020,204025,Tim Frazier,-0.24086207123484032,359
2020,1627736,Malik Beasley,-0.2424276468914038,360
2020,1629643,Chuma Okeke,-0.24350992064779556,361
2020,203463,Ben McLemore,-0.24867632470716716,362
2020,1629690,Adam Mokoka,-0.2500467193232781,363
2020,1630198,Isaiah Joe,-0.251805454884447,364
2020,1629603,Mamadi Diakite,-0.2545076511516112,365
2020,1626153,Delon Wright,-0.25631785801552626,366
2020,203090,Maurice Harkless,-0.2589537288717098,367
2020,1629610,DaQuan Jeffries,-0.25905684327933365,368
2020,1630183,Jaden McDaniels,-0.2675153860397437,369
2020,1629649,Ignas Brazdeikis,-0.26775742489450405,370
2020,1628373,Frank Ntilikina,-0.26870102834679116,371
2020,201567,Kevin Love,-0.2715288886286788,372
2020,1629346,Alen Smailagic,-0.2753256171762054,373
2020,1628971,Bruce Brown,-0.2818288826041484,374
2020,1630233,Nathan Knight,-0.28212265128528113,375
2020,2760,Anderson Varejao,-0.29105547396095216,376
2020,203914,Gary Harris,-0.29560459452237375,377
2020,1630222,Mason Jones,-0.3021209667400068,378
2020,1629622,Max Strus,-0.30558760668972235,379
2020,202322,John Wall,-0.3089315355451975,380
2020,1629139,Yuta Watanabe,-0.30969033456771,381
2020,1627775,Patrick McCaw,-0.31230051942101195,382
2020,1628372,Dennis Smith Jr.,-0.3142312304831007,383
2020,202326,DeMarcus Cousins,-0.314978797097502,384
2020,1628963,Marvin Bagley III,-0.3161229193746982,385
2020,1630187,Daniel Oturu,-0.32018452421479304,386
2020,1627748,Thon Maker,-0.3237028308262997,387
2020,1630217,Desmond Bane,-0.32928844390314554,388
2020,1630190,Elijah Hughes,-0.3315098924684053,389
2020,203118,Mike Scott,-0.347089390385392,390
2020,1628981,Bruno Fernando,-0.35521959161051303,391
2020,1628962,Udoka Azubuike,-0.3559683507562572,392
2020,202329,Al-Farouq Aminu,-0.3601215824230404,393
2020,1630172,Patrick Williams,-0.3616445268379471,394
2020,1629662,Mfiondu Kabengele,-0.37880466429299053,395
2020,1629686,Deividas Sirvydis,-0.37957113728784025,396
2020,1629684,Grant Williams,-0.3865367019069516,397
2020,1628383,Justin Patton,-0.39767965250749293,398
2020,1629067,Isaac Bonga,-0.39855712738132215,399
2020,2772,Trevor Ariza,-0.4016851287453027,400
2020,1629685,Dylan Windler,-0.4026287099144983,401
2020,1628395,Jordan Bell,-0.40686219649298355,402
2020,1629658,Jaylen Hoard,-0.40893167915606554,403
2020,1629620,Justin Robinson,-0.4100166457993553,404
2020,1629750,Javonte Green,-0.4163678478889425,405
2020,203524,Solomon Hill,-0.41934228274451824,406
2020,1626169,Stanley Johnson,-0.428730528812964,407
2020,203085,Austin Rivers,-0.42884785104240225,408
2020,203457,Nerlens Noel,-0.43496134717024737,409
2020,1628427,Vlatko Čančar,-0.4409182203337918,410
2020,1630188,Jalen Smith,-0.4452591083945637,411
2020,1629681,Killian Tillie,-0.4517813592874026,412
2020,202083,Wesley Matthews,-0.452804797089137,413
2020,203500,Steven Adams,-0.4531924676319894,414
2020,1629060,Rui Hachimura,-0.4593566008337191,415
2020,203903,Jordan Clarkson,-0.4705743923378785,416
2020,1627774,Jake Layman,-0.47059491719722013,417
2020,1627863,Danuel House Jr.,-0.4792123461618387,418
2020,1629048,Goga Bitadze,-0.480598184811733,419
2020,1629026,Kenrich Williams,-0.48106444396068726,420
2020,202339,Eric Bledsoe,-0.4833779252734506,421
2020,203926,Doug McDermott,-0.48540881420866916,422
2020,1629744,Matt Thomas,-0.48721237649103694,423
2020,1630466,Gabriel Deck,-0.48777545580576553,424
2020,1629677,Luka Samanic,-0.48809051226719175,425
2020,1626158,Richaun Holmes,-0.49099660576386167,426
2020,1630173,Precious Achiuwa,-0.4921190662739252,427
2020,1629012,Collin Sexton,-0.49328232327444205,428
2020,1626179,Terry Rozier,-0.49503780820049603,429
2020,203952,Andrew Wiggins,-0.49631588460821235,430
2020,1629669,Jaylen Nowell,-0.4969162212065784,431
2020,1626162,Kelly Oubre Jr.,-0.4978259324910015,432
2020,201599,DeAndre Jordan,-0.5002473870819484,433
2020,1630237,Anthony Lamb,-0.5018719930452807,434
2020,1628418,Thomas Bryant,-0.5045265345472514,435
2020,1629683,Quinndary Weatherspoon,-0.5100800031397441,436
2020,1630264,Anthony Gill,-0.5136844254406564,437
2020,1629035,Carsen Edwards,-0.5150754259284084,438
2020,1629091,Elijah Bryant,-0.516588665764085,439
2020,1630192,Zeke Nnaji,-0.5194584266326098,440
2020,1630185,Nico Mannion,-0.5236658337593856,441
2020,1628396,Tony Bradley,-0.5293832633742314,442
2020,1627854,Bryn Forbes,-0.5336119433562904,443
2020,1630240,Saben Lee,-0.5360987975210167,444
2020,1630241,Sam Merrill,-0.5389635438921261,445
2020,1630210,Markus Howard,-0.5441682722242868,446
2020,1628425,Sterling Brown,-0.5550435039788196,447
2020,1630253,Sean McDermott,-0.5565119032301064,448
2020,1629599,Amir Coffey,-0.5565196528776686,449
2020,1628368,De'Aaron Fox,-0.5624663691916825,450
2020,1626156,D'Angelo Russell,-0.5639061767515958,451
2020,1628404,Josh Hart,-0.566228683078703,452
2020,1628966,Keita Bates-Diop,-0.5748984450817956,453
2020,1630267,Facundo Campazzo,-0.5775094199962921,454
2020,203115,Will Barton,-0.5780574568654916,455
2020,1628411,Wes Iwundu,-0.5782460005418761,456
2020,1626178,Rondae Hollis-Jefferson,-0.5817431603371784,457
2020,1630165,Killian Hayes,-0.5823398112613827,458
2020,201952,Jeff Teague,-0.5865733424302274,459
2020,202357,Nemanja Bjelica,-0.5894218144252865,460
2020,201571,D.J. Augustin,-0.6054182188860496,461
2020,1630201,Malachi Flynn,-0.6055445816317315,462
2020,1629626,Bol Bol,-0.6103883183838601,463
2020,1630216,Cassius Winston,-0.6135651932983945,464
2020,200765,Rajon Rondo,-0.6151199749614386,465
2020,1630169,Tyrese Haliburton,-0.6268639392278845,466
2020,1629731,Dean Wade,-0.6396711826819144,467
2020,1630221,Josh Hall,-0.6417827208962121,468
2020,1630162,Anthony Edwards,-0.645877059651749,469
2020,203458,Alex Len,-0.6472874930397832,470
2020,200768,Kyle Lowry,-0.6478402985099251,471
2020,1629635,Sekou Doumbouya,-0.6489368131364082,472
2020,1629629,Cam Reddish,-0.6493723717379031,473
2020,1628386,Jarrett Allen,-0.6500553726381181,474
2020,1629644,KZ Okpala,-0.6540484503491243,475
2020,1630273,Freddie Gillespie,-0.6548996059060399,476
2020,1629633,Jarrett Culver,-0.6618641242436868,477
2020,1629641,Romeo Langford,-0.6652161930475785,478
2020,1626196,Josh Richardson,-0.6702352537256784,479
2020,1629234,Drew Eubanks,-0.6751639467643904,480
2020,1626168,Trey Lyles,-0.6776124801113488,481
2020,1629020,Jarred Vanderbilt,-0.6818634284392492,482
2020,1629752,Juwan Morgan,-0.6897803187225225,483
2020,2546,Carmelo Anthony,-0.6901014138568713,484
2020,203382,Aron Baynes,-0.696595855625668,485
2020,1628991,Jaren Jackson Jr.,-0.713909471377108,486
2020,202684,Tristan Thompson,-0.7165320062407313,487
2020,202696,Nikola Vučević,-0.7176052507545154,488
2020,203901,Elfrid Payton,-0.7265137363996433,489
2020,1626145,Tyus Jones,-0.7375858864576145,490
2020,1629022,Lonnie Walker IV,-0.7544351079670286,491
2020,1628976,Wendell Carter Jr.,-0.7625729466008256,492
2020,202324,Derrick Favors,-0.7810122052433128,493
2020,2730,Dwight Howard,-0.8024718164771326,494
2020,1628420,Monte Morris,-0.8276223417564735,495
2020,1629010,Jerome Robinson,-0.8340041568301283,496
2020,1629642,Nassir Little,-0.8375091855048062,497
2020,202709,Cory Joseph,-0.8398373744787279,498
2020,1629667,Jalen McDaniels,-0.8531366018576827,499
2020,1626149,Montrezl Harrell,-0.8540351078642466,500
2020,202340,Avery Bradley,-0.8624514155729994,501
2020,200794,Paul Millsap,-0.8632333455532034,502
2020,1630171,Isaac Okoro,-0.8641664650275838,503
2020,1630174,Aaron Nesmith,-0.8678974775291168,504
2020,1630178,Tyrese Maxey,-0.8775736266467596,505
2020,202355,Hassan Whiteside,-0.881056476342445,506
2020,1629004,Svi Mykhailiuk,-0.8884240139988021,507
2020,1630200,Tre Jones,-0.9104983602080392,508
2020,1630197,Aleksej Pokusevski,-0.9156670966984233,509
2020,1630168,Onyeka Okongwu,-0.9230531562887339,510
2020,1630170,Devin Vassell,-0.9301011208921325,511
2020,1628385,Harry Giles III,-0.930286361630999,512
2020,1626143,Jahlil Okafor,-0.9317775431386666,513
2020,1628374,Lauri Markkanen,-0.9485796241592652,514
2020,203918,Rodney Hood,-0.9606275967864636,515
2020,1628367,Josh Jackson,-0.9668098889722032,516
2020,1629660,Ty Jerome,-1.0201720599248787,517
